Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA
Farmacia Tor Millina S.R.L. società unipersonale,"Via di Tor Millina, 6",00186,Roma,Roma (RM),Lazio,F/9198,10533591003
Farmacia Pianesi S.r.l.,"Via G. Pacchiarotti, 34",00139,Roma,Roma (RM),Lazio,F/9134,09472351007
FARMACIA WALL SNC,"Corso TRIESTE, 167",00198,Roma,Roma (RM),Lazio,F/9146,14573491009
FARMACIA DELLE VALLI DI MARIA LUISA RITA ROVERE & C. SNC,"Viale VAL PADANA, 67/75",00141,Roma,Roma (RM),Lazio,F/9180,10624221007
FARMACIA MUZI SAS DI FABRIZIO MUZI,"Via Ugo Ojetti, 102",00137,Roma,Roma (RM),Lazio,F/9153,10183071009
FARMACIA ROMITA DEI DOTTORI CARMELITA E PIERLUIGI ROMITA SNC,"Via Guglielmo degli Ubertini, 3",00176,Roma,Roma (RM),Lazio,F/9500,16909441004
FARMACIA DELLA CAFFARELLA,"Via A.CRIVELLUCCI, 37",00179,Roma,Roma (RM),Lazio,F/9485,16815741000
FARMACIA NICCOLINI SNC,"Viale ANGELICO, 86",00195,Roma,Roma (RM),Lazio,F/9721,15035491008
FARMACIA CIANCI SAS DEL DR. LUIGI CIANCI & C,"Via del Trullo, 390/392",00148,Roma,Roma (RM),Lazio,F/9605,15002021002
FARMACIA DOTTORI DAMIANI SOCIETA' A RESPONSABILITA' LIMITATA,"Via Po, 37 c/d/e",00198,Roma,Roma (RM),Lazio,F/9249,05652731000
FARMACIA SCIPIONI SAS DI ROMANI LAURA,"Via DEGLI SCIPIONI, 59",00192,Roma,Roma (RM),Lazio,F/9744,14502221006
Farmacrimi Tuscolana Srl,"Largo Spartaco, 8/9/10/11",00174,Roma,Roma (RM),Lazio,F/9337,11621111001
FARMACIA SALUS DELLA DOTT.SSA ANNUNZIATA LOFARO & C. S.N.C.,"Viale Trastevere, 229",00153,Roma,Roma (RM),Lazio,F/9570,16383351000
Farmacia Santa Barbara s.r.l.,"Via Via Delle Primule, 3c",00048,Nettuno,Roma (RM),Lazio,F/19508,14178511003
farmacia cinque archi di Maria Laura serafini ed Anastasia centrone snc,"Via dei cinque archi, 343",00049,Velletri,Roma (RM),Lazio,F/20992,16713141006
FARMACIA SAN GIUSEPPE S.R.L.,"Via Ciro da Urbino, 37",00176,Roma,Roma (RM),Lazio,F/9514,16899411009
Farmacia Angelini S.n.c. Del Dr. Angelini Giuliano Alberto & C.,"Via Pietro Romano, 70",00169,Roma,Roma (RM),Lazio,F/9378,14266981001
ANGELINI SNC DI ANGELINI GIULIANO ALBERTO E C.,"Largo Girolamo da Montesarchio, 9-15",00125,Roma,Roma (RM),Lazio,F/9987,14266981001
FARMACIA MEDAGLIE D'ORO S.R.L.,"Piazzale MEDAGLIE D'ORO, 73",00136,Roma,Roma (RM),Lazio,F/9733,15209991007
TOTINO S.R.L.,"Via Gustavo Cacini, 59/69",00125,Roma,Roma (RM),Lazio,F/9244,05195571004
FARMACIA RO.MA. S.A.S. DI MARIA VITTORIA DI LAURO,"Via Conca D'Oro, 213-217",00141,Roma,Roma (RM),Lazio,F/19426,13848731009
farmacia Perlasca srl,"Via collatina, 132 134",00155,Roma,Roma (RM),Lazio,F/20995,16375951007
FARMACIA TRINITA' DEI MONTI S.A.S. DI HIPPO 162 FARMA S.R.L.,"Piazza di Spagna, 30",00187,Roma,Roma (RM),Lazio,F/9200,10038611009
Farmacia Ponente Snc,"Piazzale L.Gasparri, 11\12",00121,Roma,Roma (RM),Lazio,F/21013,16602441004
MED CARE SRL,"Via Eugenio Checchi, 29",00157,Roma,Roma (RM),Lazio,F/9382,15189951005
FARMACIA CENTRO GIANO di Gravagna Gianluca Maria e Lauricella Salvatore e di Corrado Crocifissa s.n.c.,"Via Maierato, 35-37",00126,Roma,Roma (RM),Lazio,F/20996,16404691004
Farmacia So.ge.f. Srl,"Via A. Moscatelli, 219",00013,Mentana,Roma (RM),Lazio,F/20268,14129871001
SO.GE.F. S.R.L.,"Via G. AMENDOLA, N. 84",00013,Mentana,Roma (RM),Lazio,F/21014,14129871001
FARMACIA COMUNALE MENTANA,"Via Nomentana, 194",00013,Mentana,Roma (RM),Lazio,F/9884,14129871001
Farmacia Tecnopolo Tiburtino,"Via Via Montenero Sabino, 26/28",00131,Roma,Roma (RM),Lazio,F/21017,16534421009
FARMACIA MASTROMATTEO SAS,"Largo LAVATOIO, 1",00032,Carpineto romano,Roma (RM),Lazio,F/9861,15533431001
farmacie savelli srl,"Via Cavour, 88/90",00184,Roma,Roma (RM),Lazio,F/9205,13958441001
farmacie savelli srl,"Via duccio galimberti, 21",00136,Roma,Roma (RM),Lazio,F/9687,13958441001
FARMACIA AQUILONIA,"Viale Partenope, 96",00177,Roma,Roma (RM),Lazio,F/9510,14973061006
FABIO MASSIMO SAS,"Via Fabio Massimo, 78",00192,Roma,Roma (RM),Lazio,F/9709,14113551007
FARMACIA GAMBADAURO S.R.L.,"Via MATTEO RIPA, 43",00126,Roma,Roma (RM),Lazio,F/9588,09036431006
FARMACIA SANT'ANDREA SNC,"Via Del Casale Sansoni, 56-56a",00135,Roma,Roma (RM),Lazio,F/21020,16962411001
FARMACIA SAVINO S.R.L.,"Via Delle Fissurelle, 4",00054,Fiumicino,Roma (RM),Lazio,F/18460,16410201004
Cellulosa Srl Unipersonale,"Via della Cellulosa, 42",00166,Roma,Roma (RM),Lazio,F/9725,16767341007
ANNA CAMPO,"Via EMMA CARELLI, 4",00168,Roma,Roma (RM),Lazio,F/9706,14856421004
RIGGIO GIUSEPPINA,"Piazza B. Avanzini, 7",00157,Roma,Roma (RM),Lazio,F/9373,10356250588
"FARMACIA MURINO DI ELEONORA, LAURA E ROSSELLA MURINO S.N.C.","Via VIA FONTEIANA, 79/79a",00152,Roma,Roma (RM),Lazio,F/9636,08998151008
FARMACIA CIPRO SAS DEL DR. TITO MARIA SERRAINO & C.,"Viale degli Ammiragli, 33",00136,Roma,Roma (RM),Lazio,F/9833,09664901007
DEL MARE DELLA DOTTORESSA EVITA MORESCHINI & C. SNC,"Via Orione, 4P",00055,Ladispoli,Roma (RM),Lazio,F/19147,16697921001
FARMACIA PALMIERI FRANCESCO & C. S.A.S.,"Via Salaria Vecchia, 42",00017,Nerola,Roma (RM),Lazio,F/9952,16934141009
FARMACIA CAPANNELLE,"Via Campo Farnia, 126",00178,Roma,Roma (RM),Lazio,F/19444,14194521002
FARMACIA MONTESACRO S.r.l.,"Via Luigi Capuana, 121",00137,Roma,Roma (RM),Lazio,F/19424,14013311007
FARMACIA GIANNONE SAS,"Via ROMA, 90",00030,Bellegra,Roma (RM),Lazio,F/9863,16404441004
Farmacia Helios srl,"Via Borghesiana, 191",00132,Roma,Roma (RM),Lazio,F/20906,16344951005
Ciolfi Lucio,"Via Anagnina, 314",00118,Roma,Roma (RM),Lazio,F/20983,00632270609
FARMACIA DEL TINTORETTO S.R.L.,"Via Andrea del Castagno, 28",00142,Roma,Roma (RM),Lazio,F/19403,13881461001
FARMACIA IVELLA SNC,"Largo Falcone, 7",00012,Guidonia montecelio,Roma (RM),Lazio,F/9948,15757301005
EMPOLITANA s.a.s. di Mia Farmacia di Giovanni Nese s.a.s,"Via Empolitana Km 3,400, SNC",00024,Castel madama,Roma (RM),Lazio,F/18927,15540341003
Farmacia Garbatella,"Via Luigi Caffaro, 9",00154,Roma,Roma (RM),Lazio,F/9533,12578041001
FARMACIA NUOVA SAN CESAREO S.N.C. DEL DOTT. FRANCESCO CALCAGNI E DELLA DOTT.SSA FULVIA MORRICONE,"Via Prenestina Nuova, 36/B",00030,San cesareo,Roma (RM),Lazio,F/20927,16492871005
Farmacia Fagnani snc,"Via stefano oberto, 141",00173,Roma,Roma (RM),Lazio,F/20984,16531381008
FARMACIA SANTA MONICA,"Via Acquaroni, 70",00133,Roma,Roma (RM),Lazio,F/9297,08267990961
farmacia Serenissima,"Via Tor De' Schiavi, 188",00172,Roma,Roma (RM),Lazio,F/9299,08267990961
FARMACIA BREDA,"Piazza Erasmo Piaggio, 18",00133,Roma,Roma (RM),Lazio,F/9389,08267990961
FARMACIA MAXIMO,"Via Laurentina, 865",00143,Roma,Roma (RM),Lazio,F/9526,08267990961
Farmacia Murone Maria Cristina,"Via Ostiense, 220/A-220-218/C-218/B-218/A",00146,Roma,Roma (RM),Lazio,F/20912,02447700796
ALTESI-SQUARCIA G & POMPEI E SNC,"Via XX Settembre, 95/a",00187,Roma,Roma (RM),Lazio,F/9222,04439801004
Farmacia del Pigneto Sas,"Piazzale Prenestino, 35 B",00176,Roma,Roma (RM),Lazio,F/9486,14539731001
IV SEDE COMUNALE,"Via CASTEL D'ARIANO, 73",00076,Lariano,Roma (RM),Lazio,F/20933,14453491004
SORBINI sas DELLA DR.SSA ANTONELLA VACCARO & c,"Via dei castani, 211",00171,Roma,Roma (RM),Lazio,F/9277,15320051004
FARMACIA STATUTO SAS DI PIERLUCIANO PUCCI,"Via dello Statuto, 35 b",00185,Roma,Roma (RM),Lazio,F/9276,16728771003
FARMACIA SALVO D'ACQUISTO,"Via della Stazione di Palidoro, 4",00054,Fiumicino,Roma (RM),Lazio,F/20799,15811371002
FARMACIA DURAZZANO SRL,"Viale XXI Aprile, 42-42a",00162,Roma,Roma (RM),Lazio,F/9157,16416881007
Farmacia Regina Margherita,"Piazza Giuseppe Garibaldi, 16",00048,Nettuno,Roma (RM),Lazio,F/10027,14499591007
COMUNALE 10 MARINO,"Via Silvio Pellico, 51",00047,Marino,Roma (RM),Lazio,F/18937,05447451005
COMUNALE 13,"Via Don Enrico Tazzoli, 4-10",00047,Marino,Roma (RM),Lazio,F/20934,05447451005
COMUNALE N.3 MARINO,"P.za Garibaldi, 53",00047,Marino,Roma (RM),Lazio,F/9974,05447451005
FARMACIA FARINATO RITA SRL,"Via via trincea delle frasche, 211/f",00054,Fiumicino,Roma (RM),Lazio,F/19031,15426621007
Farmacia la rinascente srl,"Via braccianese claudia, 58",00062,Bracciano,Roma (RM),Lazio,F/19163,15427171002
CECCARELLI MATTEO,"Viale Trastevere, 303 305 307",00153,Roma,Roma (RM),Lazio,F/9634,14057621006
Ponte Gardena,"Via Cardano, 90",00124,Roma,Roma (RM),Lazio,F/20988,16543561001
FARMACIA CLODIA,"Via DEI PLATANI, 20",00066,Manziana,Roma (RM),Lazio,F/20802,16003341001
GATTI LAURA,"Via della Giustiniana, 102/B",00188,Roma,Roma (RM),Lazio,F/9736,09271610587
FARMACIA VARTULI DR.SSA ADELE S.R.L,"Via P.BERNARDINI, 18",00053,Civitavecchia,Roma (RM),Lazio,F/19436,14232061003
"Fravalor snc - ""Farmacia Madonna delle Grazie""","Via Ariana, 216",00049,Velletri,Roma (RM),Lazio,F/20989,16509551004
SANTA CHIARA DELLA DR.SSA MARCHESE MARTINA E C. SAS,"Via SICILIA, 155",00187,Roma,Roma (RM),Lazio,F/9238,05006251002
Farmacia Bardella snc di Alessandro Tonello e Zeira Bardella,"Via Tuscolana, 699",00174,Roma,Roma (RM),Lazio,F/9351,15925041004
FARMACIA GHELFI DELLA DOTT.SSA SONIA PEZZETTA & C. S.A.S.,"Corso corso del popolo, 7",00046,Grottaferrata,Roma (RM),Lazio,F/9972,15813601000
Farmacia Balsamo Crivelli s.n.c. del Dot.. Pupo Giovanni & C.,"Via Diego Angeli, 176",00159,Roma,Roma (RM),Lazio,F/9293,14571201004
FARMACIA MANNUCCI SAS DI LEOPOLDO MANNUCCI,"Via A. Doria, 31/41A",00192,Roma,Roma (RM),Lazio,F/9775,16420891000
Farmacie Marchetti srl,"Via Tor Sapienza, 9/b",00155,Roma,Roma (RM),Lazio,F/9345,15196081002
COMUNALE N.4 MARINO CAVA DEI SELCI,"Via dei Mille, 36",00047,Marino,Roma (RM),Lazio,F/9975,00000009975
COMUNALE N. 8,"Via Prati, 40",00040,Marino,Roma (RM),Lazio,F/10012,00000010012
DI TERLIZZI DEL DR. DI TERLIZZI PANTALEO MARIA & C. SAS,"Via G. Giorgis, 214/d",00054,Fiumicino,Roma (RM),Lazio,F/9575,00000009575
Farmacia Imbesi,"Viale Europa, 80",00144,Roma,Roma (RM),Lazio,F/9408,15030931008
Moccia Farmacia,"Via Terme Di Traiano, 74",00053,Civitavecchia,Roma (RM),Lazio,F/19417,13901231004
nuova farmacia San Francesco,"Via cardinale michele lega, 28",00079,Rocca priora,Roma (RM),Lazio,F/20920,16235691009
FARMACIA FILATTIERA S.A.S. DELLA DOTTORESSA ASSUNTA MAMMARELLA,"Piazza Filattiera, 6",00139,Roma,Roma (RM),Lazio,F/9266,16211571001
POMEZIA SERVIZI SPA - COMUNALE 5,"Lungomare delle Sirene, 404",00040,Pomezia,Roma (RM),Lazio,F/16771,00000016771
Farmacia Madre del Buon Consiglio,"Via Tuscolana, 920",00174,Roma,Roma (RM),Lazio,F/9392,14829901009
DANIELE - DOTT. SSA CORSETTI MATILDE,"Via Fontebuono, 47",00142,Roma,Roma (RM),Lazio,F/9410,16405921004
FARMACIA LA FENICE DI NETTUNO S.R.L.,"Via UGO LA MALFA, 7A",00048,Nettuno,Roma (RM),Lazio,F/20925,16129891004
SAN PIETRO SRL,"Via Bruno de Finetti, 234",00134,Roma,Roma (RM),Lazio,F/17990,16446351005
FARMACIAPLUS S.R.L.,"Via Casilina km 33,700, SNC",00036,Palestrina,Roma (RM),Lazio,F/20948,16404041002
FARMACIA VILLAGGIO PRENESTINO DI VIVIANA ANITA IENNACO E LUCILLA PALMESANO SNC,"Largo Scapoli, 26",00132,Roma,Roma (RM),Lazio,F/20836,16073331007
ANGELINI ANNAMARIA SNC DEI DOTTORI DEL GOBBO ELEONORA DAVIDE E GIULIO,"Via G. Sirtori, 21",00149,Roma,Roma (RM),Lazio,F/9611,16078631005
FARMACIA MEALLI S.A.S. DI MEALLI EUGENIO ED EREDI DI MEALLI GIOVANNI,"Via Tazio Nuvolari, 57",00142,Roma,Roma (RM),Lazio,F/9404,14877921008
comunale baia di ponente,"Via etruria, 70",00058,Santa marinella,Roma (RM),Lazio,F/20951,01142111002
COMUNALE SANTA MARINELLA,"Via Valdambrini, 89",00058,Santa marinella,Roma (RM),Lazio,F/9260,01142111002
GENOVESE SALVATORE,"Via MAREMMANA III, 37",00030,San cesareo,Roma (RM),Lazio,F/20847,09063261003
FALVO DOTT. GENOVESE SALVATORE,"Via Fabrini, 1",00039,Zagarolo,Roma (RM),Lazio,F/9849,09063261003
BALDINELLI TERME DI TIVOLI SNC,"Piazza della Queva, 11",00011,Tivoli,Roma (RM),Lazio,F/9913,16418491003
Farmacia Levante srl,"Via della Tolda, 18",00122,Roma,Roma (RM),Lazio,F/20894,16285411001
Farmacia Internazionale di Pierandrea Cicconetti & C. Snc sede Sirena,"Via Roma, 52",00042,Anzio,Roma (RM),Lazio,F/10026,10334451001
INTERNAZIONALE DI P. CICCONETTI & C. SNC,"Piazza Pia, 11",00042,Anzio,Roma (RM),Lazio,F/9961,10334451001
FARMACIA CASTELLUCCIA SAS DELLA DR.SSA MARIANNA LO BIANCO & C,"Via di Castel di Leva, 300/D",00134,Roma,Roma (RM),Lazio,F/20959,16415621008
farmacia villa verde,"Via SANTERAMO IN COLLE 9/A 9/B ROMA, 9/B",00133,Roma,Roma (RM),Lazio,F/20782,15861281002
FARMACIA DR. GIOVANNI ROTA SAS DEL DR. GIOVANNI ROTA & C,"Via dei Castani, 310/312",00171,Roma,Roma (RM),Lazio,F/9309,15957931007
FARMACIA AMALTEA SNC DELLE DR.SSE VALENTINA LELLI E GIORGIA FUSCOLETTI,"Via DELLA MAGLIANA, 1322",00148,Roma,Roma (RM),Lazio,F/20853,16139621003
FARMACIA DEL CENTRO SAS DEL DR PAOLO PICCHIONI & C.,"Via Orvieto, 33",00182,Roma,Roma (RM),Lazio,F/9411,16291431001
FARMACIA MASTROGIOVANNI SNC,"Via JEAN PAUL SARTRE, 9",00133,Roma,Roma (RM),Lazio,F/9342,16417401003
Farmacia di Campobello,"Via Campobello, 1/A",00071,Pomezia,Roma (RM),Lazio,F/20860,15808201006
Farmacia Stella Polare srl,"Viale Stella Polare, 59/61/63",00122,Roma,Roma (RM),Lazio,F/9638,16039781006
FARMACIA CAVALIERI SRL,"Via PIETRO ROSA, 44-46",00122,Roma,Roma (RM),Lazio,F/9656,15540061007
FARMACIA BARRESI S.R.L.,"Via MONTE BIANCO, 59-61",00012,Guidonia montecelio,Roma (RM),Lazio,F/9916,15883511006
Farmavit 2020 S.N.C. di M. e V. Della Vedova,"Via Di Grotta Perfetta, 129-131",00142,Roma,Roma (RM),Lazio,F/9422,15166951002
Farmacia Camilli Srl,"Via L. Bufalini, 37/47",00176,Roma,Roma (RM),Lazio,F/9483,14854491009
Farmacia Arvalia S.r.l.,"Piazza della Madonna di Pompei, 5/6",00148,Roma,Roma (RM),Lazio,F/20864,16058511003
FARMACIA DELLE AZZORRE SRL DI PASANISI GIANLUCA E COSSU MAURIZIO,"Via via delle azzorre, 302-304",00121,Roma,Roma (RM),Lazio,F/17318,15015841008
FARMACIA COLLI D'ORO S.R.L.,"Via VALBONDIONE, 109",00188,Roma,Roma (RM),Lazio,F/20970,02738580691
Farmacia Sant'Antonio SRL,"Via di tor bella monaca, 447_449",00133,Roma,Roma (RM),Lazio,F/20971,09999521215
Farmacia San Giusto S.R.L.,"Via di Boccea, 488/a",00166,Roma,Roma (RM),Lazio,F/20788,15879961009
Farmacia Degli Astri,"Via Alberto Moravia, 257",00143,Roma,Roma (RM),Lazio,F/9230,15523681003
Farmacia Iampiconi Snc del Dr. Luigi Marini & C.,"Via Reatina, 48/A",00013,Mentana,Roma (RM),Lazio,F/9910,16265781001
FARMACIA FLEMING Dr.ssa Malara Maria Grazia,"Via Bevagna, 37 - P.zza M. da Spoleto 34",00191,Roma,Roma (RM),Lazio,F/9764,15761361003
BOCCA MARCELLO,"Piazza G. Marconi, 7",00010,San polo dei cavalieri,Roma (RM),Lazio,F/9853,16406041000
PHARMAGOLI DI ALESSANDRO GOLIZADEH AKHLAGHI,"Via F. Cherubini, 40",00135,Roma,Roma (RM),Lazio,F/9708,13801971006
FARMACIA POMEZIA SOCIETA' IN ACCOMANDITA SEMPLICE DI SANTONI SILVIA,"Via OVIDIO, 91",00040,Pomezia,Roma (RM),Lazio,F/10019,15024391003
FARMACIA SANT'ANNA SRL,"Via Genazzano, 45",00038,Valmontone,Roma (RM),Lazio,F/10039,16036431001
FARMACIA LA FENICIA 2 DELLA SOCIETA' PANTO FARMACIE S.R.L. SAS,"Via NOSATE, 18",00166,Roma,Roma (RM),Lazio,F/9702,09443201000
FARMACIA LUCREZIA ROMANA SAS,"Via dei Castani, 110",00172,Roma,Roma (RM),Lazio,F/9306,16281891008
FARMACIA BRUNETTA SAS DEL DR. BRUNO BRUNETTA & C.,"Via dei Campi Flegrei, 11",00141,Roma,Roma (RM),Lazio,F/9183,14739261007
FARMACIA LA FENICE COLLEFERRO SCALO,"Via Casilina km 49,200, s.n.c.",00034,Colleferro,Roma (RM),Lazio,F/19338,15523751004
FARMACIA LA FENICE COLLEFERRO QUARTO CHILOMETRO,"Via LATINA, 115",00034,Colleferro,Roma (RM),Lazio,F/20615,15523751004
Farmacia La Fenice Labico Agrolatino,"Via Casilina Km 35,700, s.n.c.",00030,Labico,Roma (RM),Lazio,F/20921,15523751004
FARMACIA SAN FRANCESCO S.A.S. DELLA DOTT.SSA MARIA ANGELA LIDONNICI & C.,"Via Lizzani, 55",00169,Roma,Roma (RM),Lazio,F/9348,16281761003
FARMACIA CORSETTI S.A.S. DEL DOTT. PIO CORSETTI,"Viale dell' Aeronautica, 33",00144,Roma,Roma (RM),Lazio,F/9537,16286201005
FARMACIA CASAL DI SELCE,"Via Salvatore Cognetti de Martiis, 4",00166,Roma,Roma (RM),Lazio,F/20904,16409551005
DE LONGIS FRANCESCO,"Via Appia Nuova, 233",00183,Roma,Roma (RM),Lazio,F/9520,10199850586
Farmacia Olmata Srl,"Via XXV Aprile, 33",00045,Genzano di roma,Roma (RM),Lazio,F/20399,15144841002
FARMACIA GIANCOTTI SRL,"Via DI S. MARIA AUSILIATRICE, 34-36-38-40",00181,Roma,Roma (RM),Lazio,F/9550,15514841004
FARMACIA CONTENTA SAS DEL DR. FRANCESCO CONTENTA,"Via DELLA MOLETTA, 1A",00040,Ardea,Roma (RM),Lazio,F/18382,17403961000
DL NOVAPHARM S.R.L.,"Viale di Vigna Pia, 42/44/46",00149,Roma,Roma (RM),Lazio,F/9660,04387090717
FARMACIA APPIO LATINO SRL,"Via LATINA, 279",00179,Roma,Roma (RM),Lazio,F/9549,17323641005
FARMACIA RIO VERDE S.R.L.,"Via Laurentina, 25/C",00040,Ardea,Roma (RM),Lazio,F/18123,17883151007
"Farmacia San Francesco sas dei Dr.ri Renato, Francesca e Stefania Brocchieri","Via Circonvallazione di Ponente, 213",00049,Velletri,Roma (RM),Lazio,F/10050,17509981001
Farmacia Santa Maria Goretti,"Via Via Santa Maria Goretti, 2",00048,Nettuno,Roma (RM),Lazio,F/19737,14197731004
Farmacia Due Leoni srl,"Via Casilina, 1787 P/Q",00132,Roma,Roma (RM),Lazio,F/20091,14526671004
FARMACIA ACQUAPENDENTE,"Via CASSIA, 842",00189,Roma,Roma (RM),Lazio,F/3822,17776761003
Farmacia Terreri,"Via Villabate, 173 - 177",00133,Roma,Roma (RM),Lazio,F/9344,06637851210
Farmacia Dott Pace Mercurio Vittorio,"Località Case Bruciate, 2",00060,Torrita tiberina,Roma (RM),Lazio,F/19377,00938170578
Pace Mercurio Vittorio,"Via Trieste, 8",00060,Torrita tiberina,Roma (RM),Lazio,F/9841,00938170578
EREDI DI CHIMENTI COSTANTINO,"Via Gigi Chessa, 364",00125,Roma,Roma (RM),Lazio,F/9202,17980731008
FARMACIA APPIA NUOVA SNC,"Via Appia Nuova Km 17,400, 9",00043,Ciampino,Roma (RM),Lazio,F/21135,17391911009
FCF FARMA SRL,"Viale Tirreno, 243",00141,Roma,Roma (RM),Lazio,F/9272,06255831007
Corallo Tiziana,"Via A. Cechov, 8",00142,Roma,Roma (RM),Lazio,F/9475,17696141005
FARMACIA MILANI DEL DOTT. ALESSANDRO MILANI FAGIOLO S.A.S.,"Via ANTON GIULIO BARRILI, 7",00152,Roma,Roma (RM),Lazio,F/9569,17579411004
FARMACIA LEOPARDI SAS,"Piazza Monte Gennaro, 17/B",00139,Roma,Roma (RM),Lazio,F/9156,16884401007
FARMACIA SANT'AGATA IN TRASTEVERE S.R.L.,"Piazza SIDNEY SONNINO, 47",00153,Roma,Roma (RM),Lazio,F/9196,17761101009
FARMACIA PENTAFARMA,"Via PONTINA VECCHIA, 25",00071,Pomezia,Roma (RM),Lazio,F/21204,03272950597
FARMACIA LUNGHEZZA,"Via Enrico Bernardi, 1",00132,Roma,Roma (RM),Lazio,F/9395,16939351009
FARMACIA EREDI DEL DOTT. GIUSEPPE PERRONI,"Via Laurentina, 591",00143,Roma,Roma (RM),Lazio,F/9469,17797081001
Eredi di Massimo Romiti di Leopoldo Romiti,"Piazza Ginepro Cocchi, 3",00031,Artena,Roma (RM),Lazio,F/9940,17742641008
VITA sas,"Via Villa S. Filippo, 18",00197,Roma,Roma (RM),Lazio,F/9209,16751301009
FARMACIA ORLANDO S.A.S.,"Via Portuense, 470",00149,Roma,Roma (RM),Lazio,F/9571,17242321002
FARMACIA CANCELLIERA S.A.S. DEI DOTTORI PIERLUIGI E LAURA BARTOLOMUCCI,"Via CANCELLIERA, 8/A",00041,Albano laziale,Roma (RM),Lazio,F/18718,17591281005
FARMACIA SETTEVILLE,"Via G. Leopardi, 19",00012,Guidonia montecelio,Roma (RM),Lazio,F/9904,10518221006
FARMACIA PAMPHILI DEL DOTT. FULVIO COSCONATI S.A.S.,"Via FRANCESCO BOLOGNESI, NN. 12/14/16 ANGOLO VIA BASILIO BRICCI N. 10/12",00152,Roma,Roma (RM),Lazio,F/9632,14756541000
LloydsFarmacia Roma2,"Via Prenestina, 206",00176,Roma,Roma (RM),Lazio,F/9495,03653681209
LloydsFarmacia Roma 3,"Circonvallazione Ostiense, 289-291",00154,Roma,Roma (RM),Lazio,F/9518,03653681209
LloydsFarmacia Roma 4,"Via A. Baccarini, 22/c",00179,Roma,Roma (RM),Lazio,F/9532,03653681209
LloydsFarmacia Roma 1,"Via Della Balduina, 132",00136,Roma,Roma (RM),Lazio,F/9743,03653681209
FARMACIE LOMBARDI SRL,"Via E. Filiberto, 35",00185,Roma,Roma (RM),Lazio,F/9217,07194381211
FARMACIE LOMBARDI SRL,"Via XX Settembre, 47",00187,Roma,Roma (RM),Lazio,F/9261,07194381211
FARMACIE LOMBARDI S.R.L.,"Viale Palmiro Togliatti, 225 231",00175,Roma,Roma (RM),Lazio,F/9303,07194381211
FARMACIE LOMBARDI SRL,"Circonvallazione Trionfale, 57/A",00195,Roma,Roma (RM),Lazio,F/9777,07194381211
FARMACIA GIARDINO NOMENTANO SRL,"Via Andrea Checchi, 19",00137,Roma,Roma (RM),Lazio,F/9237,16397281003
FARMACIA CORSETTI S.A.S. DELLA DOTT.SSA EMANUELA VILLA,"Via LUIGI BODIO, 75",00191,Roma,Roma (RM),Lazio,F/9693,14808301007
FARMACIA LOZZI SNC DELLA DR.SSA ANNA LOZZI & C.,"Via MONTE VETTORE, 6",00012,Guidonia montecelio,Roma (RM),Lazio,F/18891,17570751002
FARMACIA ANGELINI S.R.L.,"Via Giuseppe Salvioli, 5-7",00175,Roma,Roma (RM),Lazio,F/9279,17302801000
TRIFARMA SRL,"Via M. Battistini, 184 A/B",00167,Roma,Roma (RM),Lazio,F/9719,17643901006
FARMACIA MASSIMO RICCIONI S.R.L.,"Via del Casale Agostinelli, 133/d",00118,Roma,Roma (RM),Lazio,F/9341,07985961007
farmacia comunale Boccelle,"Via Ezio Maroncelli, 2",00053,Civitavecchia,Roma (RM),Lazio,F/20337,14105271002
Aurelia,"Via Nicolò Paganini, 7",00053,Civitavecchia,Roma (RM),Lazio,F/21237,14105271002
FARMACIA MATTEOTTI,"Viale Giacomo Matteotti, 146",00053,Civitavecchia,Roma (RM),Lazio,F/9811,14105271002
Farmacia Comunale Cisterna,"Viale Palmiro Togliatti, 12",00053,Civitavecchia,Roma (RM),Lazio,F/9813,14105271002
Farmacia Aputeka Srl,"Via Della Palmarola 22, 22",00135,Roma,Roma (RM),Lazio,F/19813,14369211009
FARMACIA MILO SRL,"Via Nettunense, 209",00042,Anzio,Roma (RM),Lazio,F/9996,17368811000
FARMACIA CREDO SRL,"Via GREGORIO VII, 63",00165,Roma,Roma (RM),Lazio,F/9785,17030851004
"FARMACIE MARCONI SAS, SEDE: FARMACIA VILLA FERRAIOLI","Via Risorgimento, 2/C",00041,Albano laziale,Roma (RM),Lazio,F/10015,09657681004
Farmacie Marconi Sas Di Marconi Maria Pia - Ponte Di Nona,"Via Don Primo Mazzolari, 220",00132,Roma,Roma (RM),Lazio,F/18396,09657681004
FARMACIA DELLE GENZIANE,"Via DELLE GENZIANE, 46",00012,Guidonia montecelio,Roma (RM),Lazio,F/20490,09657681004
FARMACIA SIRENE DI VENTRESCA CLAUDIA,"Via della Corrazzata, 71 ang. V.del Sommerg",00121,Roma,Roma (RM),Lazio,F/9577,09657681004
FARMACIA CASTEL GANDOLFO,"Piazza DELLA LIBERTA, 11",00040,Castel gandolfo,Roma (RM),Lazio,F/9954,09657681004
BEVILACQUA DOTT. CARLO MARIA,"Via di Tragliatella, KM 4,600",00061,Anguillara sabazia,Roma (RM),Lazio,F/16576,12139471002
AB FARMA SAS DI BROGI ALESSANDRO,"Piazza DI CORTE, 6",00072,Ariccia,Roma (RM),Lazio,F/18217,18043781006
