Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA,Direccion_completa
Farmacia Vigentino srl,"Via Ripamonti, 108",20141,Milano,Milano (MI),Lombardia,F/2806,12453830965,"Via Ripamonti, 108, 20141 Milano, Italia"
FARMACIA FUSCO SAS DI MONTAGNANI -MARELLI DOTT.ROSSELLA &C.,"Via GIANBATTISTA BODONI, 19",20155,Milano,Milano (MI),Lombardia,F/2872,12657150962,"Via GIANBATTISTA BODONI, 19, 20155 Milano, Italia"
Farmacia Sanitas SAS,"Corso Garibadi, 49",20121,Milano,Milano (MI),Lombardia,F/2658,10572440963,"Corso Garibadi, 49, 20121 Milano, Italia"
Santagostino SRL,"Via Roma, 2",20057,Assago,Milano (MI),Lombardia,F/3152,12062220962,"Via Roma, 2, 20057 Assago, Italia"
FARMACIA ZINGONE SNC DI CONSUELO E ROSSELLA NANO,"Via Garibaldi, 8",20090,Trezzano sul naviglio,Milano (MI),Lombardia,F/3113,7902190961,"Via Garibaldi, 8, 20090 Trezzano sul naviglio, Italia"
PAMBIERI,"Via Del Parco, 6",20080,Albairate,Milano (MI),Lombardia,F/3078,12318100968,"Via Del Parco, 6, 20080 Albairate, Italia"
FARMACIA DI CONCESA DELLA DR.SSA C. PIROLA & C. S.N.C.,"Piazza piazza Cereda, 6",20056,Trezzo sull'adda,Milano (MI),Lombardia,F/20313,10562990969,"Piazza piazza Cereda, 6, 20056 Trezzo sull'adda, Italia"
FARMACIA BLIGNY SAS DEL DR. GIOVANNI BRAMBILLA,"Viale Bligny, 23/A",20136,Milano,Milano (MI),Lombardia,F/2925,12629830964,"Viale Bligny, 23/A, 20136 Milano, Italia"
Farmacia Comina Srl,"Via Delle Ande, 5",20151,Milano,Milano (MI),Lombardia,F/2821,5905960968,"Via Delle Ande, 5, 20151 Milano, Italia"
Farmacia Della Corte,"Via Via Magenta, 33",20021,Bollate,Milano (MI),Lombardia,F/19625,9925630965,"Via Via Magenta, 33, 20021 Bollate, Italia"
FARMACIA RONDINELLA SNC DEL DR. GIORGIO PORRO,"Via Monte Grappa, 238",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3439,10121070964,"Via Monte Grappa, 238, 20099 Sesto san giovanni, Italia"
FARMACIA S. ADRIANO S.N.C. DEL DOTT. CAMERA CAMILLO E C.,"Via Matteotti, 76/A",20082,Binasco,Milano (MI),Lombardia,F/3221,6271550961,"Via Matteotti, 76/A, 20082 Binasco, Italia"
dott.ssa daniela mattalia,"Piazza washington, 98",20146,Milano,Milano (MI),Lombardia,F/2644,12618270966,"Piazza washington, 98, 20146 Milano, Italia"
FARMACIA SAN FELICE S.N.C. DI CASTOLDI PAOLA E ALFIERI FRANCESCA,"Via MOLINO PREPOSITURALE, 39",20017,Rho,Milano (MI),Lombardia,F/3165,11015180158,"Via MOLINO PREPOSITURALE, 39, 20017 Rho, Italia"
MONTAGNA SNC,"Viale Tibaldi, 50",20136,Milano,Milano (MI),Lombardia,F/2852,11071770967,"Viale Tibaldi, 50, 20136 Milano, Italia"
FARMACIA BERTA SRL,"Viale Monza, 43/B",20127,Milano,Milano (MI),Lombardia,F/2602,7087680968,"Viale Monza, 43/B, 20127 Milano, Italia"
farmagorà garbagnate,"Via Conciliazione, 61",20024,Garbagnate milanese,Milano (MI),Lombardia,F/3038,6634470964,"Via Conciliazione, 61, 20024 Garbagnate milanese, Italia"
Farmagora' cernusco s.n.1 s.r.l,"Via Garibaldi, 2",20063,Cernusco sul naviglio,Milano (MI),Lombardia,F/3223,5273630961,"Via Garibaldi, 2, 20063 Cernusco sul naviglio, Italia"
FARMACIA GHIRARDELLI S.R.L.,"Via B. Croce, 2",20015,Parabiago,Milano (MI),Lombardia,F/3209,10537090960,"Via B. Croce, 2, 20015 Parabiago, Italia"
Farmacia Cuttone SRL,"Via Rho, 80",20020,Lainate,Milano (MI),Lombardia,F/18102,12128680969,"Via Rho, 80, 20020 Lainate, Italia"
FARMACIA WAGNER S.R.L.,"Via Buonarroti, 5",20149,Milano,Milano (MI),Lombardia,F/2600,8844420961,"Via Buonarroti, 5, 20149 Milano, Italia"
FARMACIA MADIA SAS DEL DR. MADIA DARIO,"Viale Zara, 38",20124,Milano,Milano (MI),Lombardia,F/2854,12139450964,"Viale Zara, 38, 20124 Milano, Italia"
Del parco srl,"Via Angelo Rizzoli, 47",20132,Milano,Milano (MI),Lombardia,F/3008,10912580965,"Via Angelo Rizzoli, 47, 20132 Milano, Italia"
FARMACIA CANEVA SRL,"Piazza CANEVA, 3",20154,Milano,Milano (MI),Lombardia,F/2698,12113350966,"Piazza CANEVA, 3, 20154 Milano, Italia"
Farmacia Bassini,"Via Ennio Doris 5, 5",20079,Basiglio,Milano (MI),Lombardia,F/18350,6479490960,"Via Ennio Doris 5, 5, 20079 Basiglio, Italia"
ARMANDOLA,"Piazza della Vittoria, 2",20012,Cuggiono,Milano (MI),Lombardia,F/3027,11006600966,"Piazza della Vittoria, 2, 20012 Cuggiono, Italia"
LUCE SIMONATTI SAS DELLA DOTT.SSA MUNARO ALESSANDRA,"Via Monte Rosa ang. Via Santa Teresa del Bambin Gesù, 31",20025,Legnano,Milano (MI),Lombardia,F/3084,9031580963,"Via Monte Rosa ang. Via Santa Teresa del Bambin Gesù, 31, 20025 Legnano, Italia"
LUCE SIMONATTI SAS DELLA DR.SSA MUNARO ALESSANDRA,"Via 4 Novembre, 3",20010,Canegrate,Milano (MI),Lombardia,F/3215,9031580963,"Via 4 Novembre, 3, 20010 Canegrate, Italia"
Farmacia Metanopoli Dott. Andrea Mulas,"Via Monte Bianco, 10/12",20097,San donato milanese,Milano (MI),Lombardia,F/3292,12682450965,"Via Monte Bianco, 10/12, 20097 San donato milanese, Italia"
Farmacia Santa Maria della Dr.ssa Maria Grazia Polimeni,"Via Santa Maria, 124",20015,Parabiago,Milano (MI),Lombardia,F/19605,11500370967,"Via Santa Maria, 124, 20015 Parabiago, Italia"
FARMACIA BENESSERE SRL,"Via Per Casterno, 20",20087,Robecco sul naviglio,Milano (MI),Lombardia,F/20469,12618260967,"Via Per Casterno, 20, 20087 Robecco sul naviglio, Italia"
FARMACIA OVIDIO S.N.C. DI GEROSA CLAUDIO E CHIARA,"Via Toscolano, 1",20138,Milano,Milano (MI),Lombardia,F/2980,13118020158,"Via Toscolano, 1, 20138 Milano, Italia"
Farmacia Palmanova sas dr.ssa Barbara Gallo & co.,"Piazza Udine, 8",20132,Milano,Milano (MI),Lombardia,F/2705,10863810965,"Piazza Udine, 8, 20132 Milano, Italia"
FARMACIA NUOVA INGANNI SNC,"Via Inganni, 70",20147,Milano,Milano (MI),Lombardia,F/2923,3926990965,"Via Inganni, 70, 20147 Milano, Italia"
FARMACIA TOMMASEO S.R.L.,"Via Mascheroni, 16",20145,Milano,Milano (MI),Lombardia,F/2944,6384400963,"Via Mascheroni, 16, 20145 Milano, Italia"
FARMACIA AL PONTE S.A.S. DEL DR. FRIGERIO GUIDO E C.,"Piazza Costantino, 1",20128,Milano,Milano (MI),Lombardia,F/2890,11795440962,"Piazza Costantino, 1, 20128 Milano, Italia"
Dispensario Dr. Mazzoleni,Piazza Don Cermenati,20011,Corbetta,Milano (MI),Lombardia,F/17653,8030220969,"Piazza Don Cermenati, 20011 Corbetta, Italia"
Farmacia Del Corso srl,"Corso Garibaldi, 55",20011,Corbetta,Milano (MI),Lombardia,F/3130,8030220969,"Corso Garibaldi, 55, 20011 Corbetta, Italia"
MUNICIPALE N.22,"Via Fratelli Zoia, 43",20134,Milano,Milano (MI),Lombardia,F/2718,13195220150,"Via Fratelli Zoia, 43, 20134 Milano, Italia"
MUNICIPALE N.23,"Via Lomellina ang. Via Monte Suello, 1",20133,Milano,Milano (MI),Lombardia,F/2719,13195220150,"Via Lomellina ang. Via Monte Suello, 1, 20133 Milano, Italia"
LloydsFarmacia Milano n. 26,"Via Pascarella, 22",20157,Milano,Milano (MI),Lombardia,F/2724,13195220150,"Via Pascarella, 22, 20157 Milano, Italia"
LloydsFarmacia Milano n. 32,"Via Pellini, 1",20125,Milano,Milano (MI),Lombardia,F/2738,13195220150,"Via Pellini, 1, 20125 Milano, Italia"
LloydsFarmacia Milano n. 30,"Via Pizzolpasso, 5",20138,Milano,Milano (MI),Lombardia,F/2739,13195220150,"Via Pizzolpasso, 5, 20138 Milano, Italia"
LloydsFarmacia Milano n. 21,"Via Gian Rinaldo Carli, 14",20161,Milano,Milano (MI),Lombardia,F/2740,13195220150,"Via Gian Rinaldo Carli, 14, 20161 Milano, Italia"
COMUNALE N.38,"Via Saponaro, 2/C",20142,Milano,Milano (MI),Lombardia,F/2741,13195220150,"Via Saponaro, 2/C, 20142 Milano, Italia"
MUNICIPALE N.9,"Via Mecenate, 25",20138,Milano,Milano (MI),Lombardia,F/2745,13195220150,"Via Mecenate, 25, 20138 Milano, Italia"
LloydsFarmacia Milano n.40,"Via della Chiesa Rossa, 95",20142,Milano,Milano (MI),Lombardia,F/2747,13195220150,"Via della Chiesa Rossa, 95, 20142 Milano, Italia"
LloydsFarmacia Milano n. 27,"Piazza Imperatore Tito, 8",20137,Milano,Milano (MI),Lombardia,F/2750,13195220150,"Piazza Imperatore Tito, 8, 20137 Milano, Italia"
AZIENDA FARMACIE MILANESI SPA O SOLO A.F.M. S.P.A.,Via E. Ponti,20143,Milano,Milano (MI),Lombardia,F/2764,13195220150,"Via E. Ponti, 20143 Milano, Italia"
MUNICIPALE N.51,"Via Padova, 256 (Via Pieri 1)",20127,Milano,Milano (MI),Lombardia,F/2765,13195220150,"Via Padova, 256 (Via Pieri 1), 20127 Milano, Italia"
LloydsFarmacia Milano n.54,"Via Scheiweller, 2",20139,Milano,Milano (MI),Lombardia,F/2766,13195220150,"Via Scheiweller, 2, 20139 Milano, Italia"
MUNICIPALE N.50,"Via Ampere, 87",20131,Milano,Milano (MI),Lombardia,F/2769,13195220150,"Via Ampere, 87, 20131 Milano, Italia"
MUNICIPALE N.56,"Via S.Paolino, 18",20142,Milano,Milano (MI),Lombardia,F/2770,13195220150,"Via S.Paolino, 18, 20142 Milano, Italia"
LloydsFarmacia Milano n.52,"Piazza Velasquez, 7",20148,Milano,Milano (MI),Lombardia,F/2774,13195220150,"Piazza Velasquez, 7, 20148 Milano, Italia"
MUNICIPALE N.55,"Via Imbonati, 61",20159,Milano,Milano (MI),Lombardia,F/2775,13195220150,"Via Imbonati, 61, 20159 Milano, Italia"
MUNICIPALE N.69,Piazza Monte Titano,20134,Milano,Milano (MI),Lombardia,F/2790,13195220150,"Piazza Monte Titano, 20134 Milano, Italia"
COMUNALE 73,"Via Inganni, 40",20147,Milano,Milano (MI),Lombardia,F/2796,13195220150,"Via Inganni, 40, 20147 Milano, Italia"
MUNICIPALE N.75,"Via Giorgio Washington, 74",20146,Milano,Milano (MI),Lombardia,F/2799,13195220150,"Via Giorgio Washington, 74, 20146 Milano, Italia"
MUNICIPALE N.76,"Via Dei Guarneri, 24",20141,Milano,Milano (MI),Lombardia,F/2800,13195220150,"Via Dei Guarneri, 24, 20141 Milano, Italia"
MUNICIPALE N.77,"Via Porpora, 169",20131,Milano,Milano (MI),Lombardia,F/2803,13195220150,"Via Porpora, 169, 20131 Milano, Italia"
FARMACIA DELLA CANONICA DOTT.SSA SILVANA TIZZONI e DOTT.SSA LAURA CANTONI SRL,"Via Vittorio Emanuele II, 3",20010,Bernate ticino,Milano (MI),Lombardia,F/3168,11732630964,"Via Vittorio Emanuele II, 3, 20010 Bernate ticino, Italia"
FARMACIA V ALPINI SAS DI PERRECA DR.SSA PATRIZIA,"Largo QUINTO ALPINI, 1",20145,Milano,Milano (MI),Lombardia,F/2685,12246290964,"Largo QUINTO ALPINI, 1, 20145 Milano, Italia"
PESENTI SRL,"Via Ignazio Ciaia, 3/a - 3/b",20158,Milano,Milano (MI),Lombardia,F/2977,13066510150,"Via Ignazio Ciaia, 3/a - 3/b, 20158 Milano, Italia"
FARMACIA NOVARA SRL,"Via NOVARA, 90",20153,Milano,Milano (MI),Lombardia,F/2638,8267990961,"Via NOVARA, 90, 20153 Milano, Italia"
Farmacia Novara Srl,"Via Archimede, 20",20129,Milano,Milano (MI),Lombardia,F/2812,8267990961,"Via Archimede, 20, 20129 Milano, Italia"
Farmacia Serena di SERENIFARMA SRL A SOCIO UNICO,"Via I Maggio, 9",20060,Mediglia,Milano (MI),Lombardia,F/3310,11063100967,"Via I Maggio, 9, 20060 Mediglia, Italia"
S. ANNA SAS DR.SSA BRAVI CRISTINA,"Via Paravia, 73",20148,Milano,Milano (MI),Lombardia,F/2687,12150970965,"Via Paravia, 73, 20148 Milano, Italia"
FARMACIA PIRAZZINI S.R.L.,"Via FERRAZZI, 2",20035,Villa cortese,Milano (MI),Lombardia,F/3025,12325490964,"Via FERRAZZI, 2, 20035 Villa cortese, Italia"
CENTRALE FERRERO,"Via Buozzi, 3/B",20037,Paderno dugnano,Milano (MI),Lombardia,F/3036,12087480963,"Via Buozzi, 3/B, 20037 Paderno dugnano, Italia"
FARMACIA GASTALDI DI DR. PIETRO BENZI & C. S.N.C.,"Via Cesare Faccioli, 2",20152,Milano,Milano (MI),Lombardia,F/2788,9162190962,"Via Cesare Faccioli, 2, 20152 Milano, Italia"
Farmacia Caserta dr.ssa Tiziana sas,"Viale Piemonte, 5",20093,Cologno monzese,Milano (MI),Lombardia,F/3474,7538990966,"Viale Piemonte, 5, 20093 Cologno monzese, Italia"
COMUNALE N.5 CENTRALE,"Viale Casiraghi, 53",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3330,2547190963,"Viale Casiraghi, 53, 20099 Sesto san giovanni, Italia"
COMUNALE N.2 ISOLA DEL BOSCO,"Via T. Savi, 40",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3368,2547190963,"Via T. Savi, 40, 20099 Sesto san giovanni, Italia"
COMUNALE N.8 DELLA PELUCCA,"Via Pelucca, 1",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3381,2547190963,"Via Pelucca, 1, 20099 Sesto san giovanni, Italia"
COMUNALE N.1 TRE STRADE,"Viale Rimembranze, 132",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3382,2547190963,"Viale Rimembranze, 132, 20099 Sesto san giovanni, Italia"
COMUNALE N.4 PARPAGLIONA,"Via A. Grandi, 134",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3384,2547190963,"Via A. Grandi, 134, 20099 Sesto san giovanni, Italia"
BRUSUGLIO S.R.L.,"Via Vittorio Veneto, 27",20032,Cormano,Milano (MI),Lombardia,F/3480,12350920968,"Via Vittorio Veneto, 27, 20032 Cormano, Italia"
INTERNAZIONALE CORSICO SRL,"Via MILANO, 17",20094,Corsico,Milano (MI),Lombardia,F/3159,7953250151,"Via MILANO, 17, 20094 Corsico, Italia"
COMUNALE N.10 MARX,"Via Carlo Marx, 495",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3391,2547190963,"Via Carlo Marx, 495, 20099 Sesto san giovanni, Italia"
COMUNALE N.6 DELLE CORTI,"Via P. Ravasi, 40",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3397,2547190963,"Via P. Ravasi, 40, 20099 Sesto san giovanni, Italia"
COMUNALE N.3 DELLA TORRETTA,"Via S. Denis, 85",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3402,2547190963,"Via S. Denis, 85, 20099 Sesto san giovanni, Italia"
COMUNALE N.7 MARELLI,"Viale Marelli, 79",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3409,2547190963,"Viale Marelli, 79, 20099 Sesto san giovanni, Italia"
COMUNALE N.9 DEL RESTELLONE,"Viale Gramsci, 545",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3425,2547190963,"Viale Gramsci, 545, 20099 Sesto san giovanni, Italia"
FARMACIA EMILIA SRL,"Via EMILIA, 45",20093,Cologno monzese,Milano (MI),Lombardia,F/3448,10515370962,"Via EMILIA, 45, 20093 Cologno monzese, Italia"
FARMACIA CASIRAGHI SRL,"Via CASIRAGHI, 173",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3443,10517420963,"Via CASIRAGHI, 173, 20099 Sesto san giovanni, Italia"
FARMACIA BELTRADE S.R.L.,"Piazza Santa Maria Beltrade, 1",20123,Milano,Milano (MI),Lombardia,F/2861,10564470960,"Piazza Santa Maria Beltrade, 1, 20123 Milano, Italia"
FARMACIA BELTRADE S.R.L.,"Via Nazario Sauro, 27",20096,Pioltello,Milano (MI),Lombardia,F/3304,10564470960,"Via Nazario Sauro, 27, 20096 Pioltello, Italia"
FARMACIA MONTI SRL,"Via Luigi Varanini, 19",20127,Milano,Milano (MI),Lombardia,F/2868,12062180968,"Via Luigi Varanini, 19, 20127 Milano, Italia"
FARMACIA CAMPIONI S.R.L.,"Viale S. Gimignano, 30",20146,Milano,Milano (MI),Lombardia,F/2683,12086340960,"Viale S. Gimignano, 30, 20146 Milano, Italia"
FARMACIA ZANOTTA SAS DI ANTONELLA ZANOTTA E C.,"Via Pulci, 19",20126,Milano,Milano (MI),Lombardia,F/2680,12308750962,"Via Pulci, 19, 20126 Milano, Italia"
Dispensario (F.cia Comunale 1 Magenta),"Via Bottego, 3",20013,Magenta,Milano (MI),Lombardia,F/17656,17656,"Via Bottego, 3, 20013 Magenta, Italia"
"FARMACIA SANT'AGATA S.NC. - DR.SSE SCULLI MARIA G., ROMEO IVANAF. E COLAMASSARO ANGELA M. & C.","Via Cerca, 1",20049,Settala,Milano (MI),Lombardia,F/20815,11771010961,"Via Cerca, 1, 20049 Settala, Italia"
FARMACIA DELL'OLMINA DI A. LEARDI E C. S.A.S.,"Via Cesare Correnti, 84",20025,Legnano,Milano (MI),Lombardia,F/3083,9936640961,"Via Cesare Correnti, 84, 20025 Legnano, Italia"
FARMACIA SANTA RITA SRL,"Piazzale Gabriele Rosa, 11",20139,Milano,Milano (MI),Lombardia,F/2934,12091650965,"Piazzale Gabriele Rosa, 11, 20139 Milano, Italia"
FARMACIA DEI CINQUE MULINI SOCIETA' A RESPONSABILITA' LIMITATA,"Via Strada Statale Del Sempione 262, 262",20028,San vittore olona,Milano (MI),Lombardia,F/19660,9970490968,"Via Strada Statale Del Sempione 262, 262, 20028 San vittore olona, Italia"
FARMACIA SAN GIOVANNI SRL,"Via Corridoni, 165 A",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3500,12102540965,"Via Corridoni, 165 A, 20099 Sesto san giovanni, Italia"
FARMACIA BALSAMO S.R.L.,"Piazza Italia, 1",20092,Cinisello balsamo,Milano (MI),Lombardia,F/3344,11412530963,"Piazza Italia, 1, 20092 Cinisello balsamo, Italia"
FARMACIA COLLI SRL,"Via Matteotti, 21",20068,Peschiera borromeo,Milano (MI),Lombardia,F/3226,7764650961,"Via Matteotti, 21, 20068 Peschiera borromeo, Italia"
Società di Nome Collettivo,"Via Montebello, 9",20020,Busto garolfo,Milano (MI),Lombardia,F/20845,11732840969,"Via Montebello, 9, 20020 Busto garolfo, Italia"
FARMACIA SANTA TERESA S.R.L.,"Corso Magenta, 96",20123,Milano,Milano (MI),Lombardia,F/2661,11050820965,"Corso Magenta, 96, 20123 Milano, Italia"
FARMACIA DEL DUOMO S.R.L.,"Via Larga, 6",20122,Milano,Milano (MI),Lombardia,F/2626,8052330969,"Via Larga, 6, 20122 Milano, Italia"
FARMACIA LANZANI S.R.L.,"Via LESSONA, 2",20157,Milano,Milano (MI),Lombardia,F/2758,5270390965,"Via LESSONA, 2, 20157 Milano, Italia"
FARMACIA LAMIRANDA S.R.L.,"Via Petrarca, 111",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3536,10526300966,"Via Petrarca, 111, 20099 Sesto san giovanni, Italia"
Farmacia Gran Paradiso,"Via Valera, 25",20044,Arese,Milano (MI),Lombardia,F/20269,12449700967,"Via Valera, 25, 20044 Arese, Italia"
Farmacia Nizza di Club Salute Srl,"Via G. Murat, 85",20159,Milano,Milano (MI),Lombardia,F/2706,6414420965,"Via G. Murat, 85, 20159 Milano, Italia"
VIANI SRL,"Via Gramsci, 168",20037,Paderno dugnano,Milano (MI),Lombardia,F/3201,12426650961,"Via Gramsci, 168, 20037 Paderno dugnano, Italia"
FARMACIA NAVIGLIO,"Via VITTORIO VENETO, 1",20094,Corsico,Milano (MI),Lombardia,F/3176,8460740965,"Via VITTORIO VENETO, 1, 20094 Corsico, Italia"
I MAGGIO SNC DI PERRE ROSARIO & C.,"Piazza I Maggio, 6",20011,Corbetta,Milano (MI),Lombardia,F/3213,8460740965,"Piazza I Maggio, 6, 20011 Corbetta, Italia"
Farmacia Maselli S.a.s. Dr.ssa Tinaburri Loriana,"Via Cavour, 38/40",20056,Grezzago,Milano (MI),Lombardia,F/17581,11669040963,"Via Cavour, 38/40, 20056 Grezzago, Italia"
FARMACIA BARIANA S.R.L.,"Via MONTENERO, 137",20024,Garbagnate milanese,Milano (MI),Lombardia,F/3148,11616450968,"Via MONTENERO, 137, 20024 Garbagnate milanese, Italia"
FARMACIA MUZIO S.R.L.,"Via S. Ambrogio, 2",20015,Parabiago,Milano (MI),Lombardia,F/3154,10730010153,"Via S. Ambrogio, 2, 20015 Parabiago, Italia"
Nostra Signora di Montallegro SRL,"Via Bari, 11/A",20143,Milano,Milano (MI),Lombardia,F/18606,12454910964,"Via Bari, 11/A, 20143 Milano, Italia"
FARMACIA NOBILE S.A.S. - DR. FRANCESCO NOBILE & C.,"Via Adamello, 1",20061,Carugate,Milano (MI),Lombardia,F/18472,11071300963,"Via Adamello, 1, 20061 Carugate, Italia"
PHARMA 4 S.R.L.,"Via Cesare Battisti, 2",20021,Bollate,Milano (MI),Lombardia,F/3132,8507310962,"Via Cesare Battisti, 2, 20021 Bollate, Italia"
LAFARMACIA.MADONNINA,"Via UGO BETTI, 42/b",20151,Milano,Milano (MI),Lombardia,F/2903,3207930961,"Via UGO BETTI, 42/b, 20151 Milano, Italia"
FARMACIA PROCACCINI S.R.L.,"Via Lomazzo, 44-Ang. Via Procaccini 28",20154,Milano,Milano (MI),Lombardia,F/3004,3207930961,"Via Lomazzo, 44-Ang. Via Procaccini 28, 20154 Milano, Italia"
FARMACIA RUBISSE S.R.L.,"Via Trieste, 43",20098,San giuliano milanese,Milano (MI),Lombardia,F/3262,7900320966,"Via Trieste, 43, 20098 San giuliano milanese, Italia"
Farmacia Comunale 1,"Piazza Salvo D' Acquisto, 14",20044,Arese,Milano (MI),Lombardia,F/17089,3572360968,"Piazza Salvo D' Acquisto, 14, 20044 Arese, Italia"
"FARMACIA COMUNALE ""IL CENTRO""","Via Luraghi, 11",20020,Arese,Milano (MI),Lombardia,F/19408,3572360968,"Via Luraghi, 11, 20020 Arese, Italia"
FARMACIA CITTA' STUDI S.R.L.,"Largo Murani, 2",20133,Milano,Milano (MI),Lombardia,F/2830,12084970966,"Largo Murani, 2, 20133 Milano, Italia"
FARMACIA DANIOTTI SAS DI DANIOTTI LUIGI E C.,"Via Alexandros Panagulis, 3",20059,Casarile,Milano (MI),Lombardia,F/3293,11071690967,"Via Alexandros Panagulis, 3, 20059 Casarile, Italia"
PAOLO SARPI SRL,"Via Paolo Sarpi, 25",20154,Milano,Milano (MI),Lombardia,F/2813,5565080966,"Via Paolo Sarpi, 25, 20154 Milano, Italia"
FARMACIA MAURI SRL,"Piazza della Pace, 10",20060,Gessate,Milano (MI),Lombardia,F/3270,6284510960,"Piazza della Pace, 10, 20060 Gessate, Italia"
MUNICIPALE N.17,"Viale Ungheria, 4",20138,Milano,Milano (MI),Lombardia,F/16356,13195220150,"Viale Ungheria, 4, 20138 Milano, Italia"
MUNICIPALE N.1,"Via del Liri, 1/3",20138,Milano,Milano (MI),Lombardia,F/16962,13195220150,"Via del Liri, 1/3, 20138 Milano, Italia"
MUNICIPALE N.86,"Via San Bernardo, 2",20142,Milano,Milano (MI),Lombardia,F/18617,13195220150,"Via San Bernardo, 2, 20142 Milano, Italia"
MUNICIPALE N.43,"Piazzale Cuoco, 8",20137,Milano,Milano (MI),Lombardia,F/2673,13195220150,"Piazzale Cuoco, 8, 20137 Milano, Italia"
MUNICIPALE N.82,"Via Padova Ang. Via Toselli, 2",20127,Milano,Milano (MI),Lombardia,F/2704,13195220150,"Via Padova Ang. Via Toselli, 2, 20127 Milano, Italia"
A.F.M. N. 2,"Via Parenzo, 8",20151,Milano,Milano (MI),Lombardia,F/2707,13195220150,"Via Parenzo, 8, 20151 Milano, Italia"
MUNICIPALE N.19,"Piazza Prealpi, 3",20155,Milano,Milano (MI),Lombardia,F/2715,13195220150,"Piazza Prealpi, 3, 20155 Milano, Italia"
LloydsFarmacia Milano n. 3,"Via Fratelli Denti, 2",20133,Milano,Milano (MI),Lombardia,F/2716,13195220150,"Via Fratelli Denti, 2, 20133 Milano, Italia"
del Lazzaretto,"Via Via Panfilo Castaldi, 29",20124,Milano,Milano (MI),Lombardia,F/2816,13432380965,"Via Via Panfilo Castaldi, 29, 20124 Milano, Italia"
FARMACIA GUARNIERI,"Via Via Venezia, 95",20025,Legnano,Milano (MI),Lombardia,F/3216,10343610969,"Via Via Venezia, 95, 20025 Legnano, Italia"
FARMACIA BALBONI S.r.l.,"Via Giovanni Pezzotti, 59",20141,Milano,Milano (MI),Lombardia,F/2990,10581280962,"Via Giovanni Pezzotti, 59, 20141 Milano, Italia"
FARMACIA NOVERASCO DI FARMACIA NOVA S.R.L.,"Via Enrico Fermi, 1 . 7",20073,Opera,Milano (MI),Lombardia,F/3286,4150760967,"Via Enrico Fermi, 1 . 7, 20073 Opera, Italia"
FARMACIA URUGUAY S.R.L.,"Via SEM BENELLI, 11-Ang. Via Uruguay",20129,Milano,Milano (MI),Lombardia,F/2847,13745860968,"Via SEM BENELLI, 11-Ang. Via Uruguay, 20129 Milano, Italia"
FARMACIA CENTRO MILANO SRL,"Via San Prospero ¿ Ing. Via Broletto, 1",20121,Milano,Milano (MI),Lombardia,F/2841,6769500965,"Via San Prospero ¿ Ing. Via Broletto, 1, 20121 Milano, Italia"
Dell'Orso Milano,"Via dell'Orso, 1",20121,Milano,Milano (MI),Lombardia,F/2863,6769500965,"Via dell'Orso, 1, 20121 Milano, Italia"
Comunale n.4,"Via Tolstoj, 79",20098,San giuliano milanese,Milano (MI),Lombardia,F/18734,11780060155,"Via Tolstoj, 79, 20098 San giuliano milanese, Italia"
COMUNALE N.2,"Via Della Vittoria, 20",20098,San giuliano milanese,Milano (MI),Lombardia,F/3220,11780060155,"Via Della Vittoria, 20, 20098 San giuliano milanese, Italia"
COMUNALE N.3,"Via Cavalcanti, 1",20098,San giuliano milanese,Milano (MI),Lombardia,F/3237,11780060155,"Via Cavalcanti, 1, 20098 San giuliano milanese, Italia"
COMUNALE N.1,"Via S. Remo, 3",20098,San giuliano milanese,Milano (MI),Lombardia,F/3241,11780060155,"Via S. Remo, 3, 20098 San giuliano milanese, Italia"
Farmacia Meazza di Dott.ssa A. MEAZZA & C. SNC,"Via Forze Armate, 4",20147,Milano,Milano (MI),Lombardia,F/2940,11978270152,"Via Forze Armate, 4, 20147 Milano, Italia"
FARMACIA S.CRISTOFORO S.A.S. DI NOBIS ANDREA E C.,"Piazza Tirana, SNC",20147,Milano,Milano (MI),Lombardia,F/2995,12772080151,"Piazza Tirana, SNC, 20147 Milano, Italia"
DA SACCO SAS,"Via Cavour, 35",20040,Cambiago,Milano (MI),Lombardia,F/3321,13742630968,"Via Cavour, 35, 20040 Cambiago, Italia"
FARMACIA GIANNONE SAS,"Via C. FARINI, 5",20154,Milano,Milano (MI),Lombardia,F/2597,13225390965,"Via C. FARINI, 5, 20154 Milano, Italia"
