Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA
MARIANI DI ROZZA MARIAGIOVANNA,"Via Roma, n. 1",20086,Motta visconti,Milano (MI),Lombardia,F/3195,10564950961
Gerardis,"Via Marchesina, 11",20090,Trezzano sul naviglio,Milano (MI),Lombardia,F/17957,04201010966
TESTI S.A.S DEL DOTT. TESTI STEFANO & C.,"Via XXIV Maggio, 21",20032,Cormano,Milano (MI),Lombardia,F/3390,13248050968
FARMACIA SAN LUIGI SRL,"Via Caduti Bollatesi, 32",20021,Bollate,Milano (MI),Lombardia,F/3146,08548480964
Dispensario Farmacia S. Corinna Snc,,20082,Noviglio,Milano (MI),Lombardia,F/17666,08739960964
S. CORINNA S.r.l.,"Via XXV aprile, 10",20082,Noviglio,Milano (MI),Lombardia,F/3274,08739960964
FARMACIA MARTESANA Srl,"Via Colombo, 41",20064,Gorgonzola,Milano (MI),Lombardia,F/3282,10703570159
FARMACIA SIVIGLIA S.R.L.,"Piazza roma, 3",20071,Zelo surrigone,Milano (MI),Lombardia,F/18562,11758230962
FARMACIA LEGA LOMBARDA S.R.L.,"Viale Elvezia, 6",20154,Milano,Milano (MI),Lombardia,F/2963,12514310155
FARMACIA VALAPERTA DOTT. MARIO PIPIA,"Via Natale Perego, 7",20069,Vaprio d'adda,Milano (MI),Lombardia,F/3404,14085690965
HIPPO 80 FARMA SRL,"Via Stradella, 1",20129,Milano,Milano (MI),Lombardia,F/2870,11261800962
Abruzzi,"Via Plinio Caio Secondo, 46",20129,Milano,Milano (MI),Lombardia,F/2912,11261800962
Farmacia Dr. Max Cesate Volturno,"Via Volturno, 96",20031,Cesate,Milano (MI),Lombardia,F/19666,03664141201
LAFARMACIA.BONOLA SRL,"Via Ugo Betti, 159/B",20151,Milano,Milano (MI),Lombardia,F/2974,10425280962
FARMACIA OGGIARO SRL,"Via Ungaretti, 12",20157,Milano,Milano (MI),Lombardia,F/2746,04720760968
FARMACIA DR MAX MILANO BAUSAN,"Piazza GIOVANNI BAUSAN, 3",20158,Milano,Milano (MI),Lombardia,F/2609,03664141201
DR.MAX ITALIA SRL,"Piazza Insubria, 11",20137,Milano,Milano (MI),Lombardia,F/2756,03664141201
COMUNALE N.1,"Piazza Di Vona, 1",20065,Inzago,Milano (MI),Lombardia,F/3259,01314720556
Farmacia San Gaetano SAS di G. Ditto e C.,"Via Erba, 20",20037,Paderno dugnano,Milano (MI),Lombardia,F/20265,10423400968
FARMACIA CASTOLDI DEI DOTTORI NATALE E SANTILLI SRL,"Via Luigi Porro Lambertenghi, 25",20159,Milano,Milano (MI),Lombardia,F/17205,06197990960
Farmacia Madonna in Campagna S.r.l.,"Via Madonna in Campagna, 22",20021,Bollate,Milano (MI),Lombardia,F/20092,12665470964
Farmacia Della Roggia,"Viale Toscana, 17",20136,Milano,Milano (MI),Lombardia,F/2869,05632870878
GESTIONI S. GIUSEPPE S.R.L.,"Via San Vittore, 12",20123,Milano,Milano (MI),Lombardia,F/2629,04638170961
Farmacia Forze Armate,"Via Forze Armate, 212",20152,Milano,Milano (MI),Lombardia,F/2699,03706040361
COMUNALE N. 2,"Viale Liguria, scn",20089,Rozzano,Milano (MI),Lombardia,F/2787,10945260965
COMUNALE N.4,"Piazza Enrico Berlinguer, scn",20089,Rozzano,Milano (MI),Lombardia,F/2814,10945260965
COMUNALE N.3,"Via Garofani, scn",20089,Rozzano,Milano (MI),Lombardia,F/3219,10945260965
Farmacia Viale Isonzo,"Viale Isonzo, 63",20089,Rozzano,Milano (MI),Lombardia,F/3231,10945260965
FARMACIA SFORZAS.A.S. DI GUARNIERI ANTONIO,"Via LODOVICO IL MORO, 163",20142,Milano,Milano (MI),Lombardia,F/2875,13794150964
FARMACIA DE CARLI,"Piazza Trento e Trieste, 11",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3386,13879210964
Farmacia Pasubio Farma Acquisition Srl,"Via Pasubio, 6/8",20154,Milano,Milano (MI),Lombardia,F/2598,02489000998
Farmacia Carlo Erba,"Piazza Duomo, 21",20121,Milano,Milano (MI),Lombardia,F/2681,02489000998
Farmacia Venezia Farma Acquisition S.r.l.,"Corso Buenos Aires, 22",20124,Milano,Milano (MI),Lombardia,F/2751,02489000998
Farmacia Stazione Centrale Farma Acquisition Srl,"P.zale Duca D'Aosta, Snc-staz. Centrale-primo Piano",20125,Milano,Milano (MI),Lombardia,F/2762,02489000998
FARMACIA STELVIO S.R.L.,"Via Stelvio, 9",20026,Novate milanese,Milano (MI),Lombardia,F/3175,11411640151
Farmacia Durini Farma Acquisition S.r.l.,"Galleria Passarella, 1",20122,Milano,Milano (MI),Lombardia,F/2838,02489000998
Farmacia Fulvio Testi Farma Acquisition S.r.l.,"Viale Fulvio Testi, 90",20126,Milano,Milano (MI),Lombardia,F/2976,02489000998
Farmacia Corvetto Farma Acquisition S.r.l.,"Viale Lucania, 6",20139,Milano,Milano (MI),Lombardia,F/2985,02489000998
Farmacia Ranzoni,"Viale Ranzoni, 2",20149,Milano,Milano (MI),Lombardia,F/3003,02489000998
FARMACIA PENATI LEONARDO E C. S.A.S.,"Viale Assunta, 13",20063,Cernusco sul naviglio,Milano (MI),Lombardia,F/3275,14325650969
FARMACIA MILANO VESUVIO,"Piazza Vesuvio, 14",20144,Milano,Milano (MI),Lombardia,F/2627,12283700966
FARMACIA MILANO BAIRES,"Corso Buenos Aires, 55",20124,Milano,Milano (MI),Lombardia,F/2642,12283700966
FARMACIA MILANO SETTEMBRINI,"Via Luigi Settembrini, 39",20124,Milano,Milano (MI),Lombardia,F/2667,12283700966
FARMACIA MILANO SAINT BON,"Via SAINT BON SIMONE, 2",20147,Milano,Milano (MI),Lombardia,F/2760,12283700966
FARMA MILANO - QUARENGHI,"Via Quarenghi, 23",20151,Milano,Milano (MI),Lombardia,F/2818,12283700966
FARMACIA MILANO PORTA ROMANA,"Corso Porta Romana, 68",20122,Milano,Milano (MI),Lombardia,F/2901,12283700966
FARMACIA MILANO SOLFERINO,"Via Solferino, 25",20121,Milano,Milano (MI),Lombardia,F/2928,12283700966
Farmacia Milano - Altamura,"Via Altamura, 20",20148,Milano,Milano (MI),Lombardia,F/3001,12283700966
FARMACIA SAN VITTORE - ITALIA,"Piazza Italia, 25",20028,San vittore olona,Milano (MI),Lombardia,F/3042,12283700966
FARMACIA S. MICHELE S.R.L.,"Viale Coni Zugna, 12",20144,Milano,Milano (MI),Lombardia,F/2905,11070440968
AL CASTELLO,"Corso Matteotti, 48",20081,Abbiategrasso,Milano (MI),Lombardia,F/3022,04996690964
FARMACIA PETRINI S.R.L.,"Piazza Risorgimento, 14",20077,Melegnano,Milano (MI),Lombardia,F/3254,13464920969
FARMACIA PREMUDA S.A.S. DEL DR. DEL GENOVESE EDOARDO MARIO VINCENZO & C.,"Via Pasquale Sottocorno, 1",20129,Milano,Milano (MI),Lombardia,F/2819,13866670964
FARMACIA ABBIATEGRASSO PAVIA,"Viale Pavia, 30",20081,Abbiategrasso,Milano (MI),Lombardia,F/3055,12283700966
FARMACIA CESATE ROMANO',"Via Carlo Romanò, 13",20020,Cesate,Milano (MI),Lombardia,F/3100,12283700966
FARMACIA PADERNO TOSCANINI,"Via Toscanini, 3",20037,Paderno dugnano,Milano (MI),Lombardia,F/3127,12283700966
FARMACIA ABBIATEGRASSO XX SETTEMBRE,"Corso XX Settembre, 1",20081,Abbiategrasso,Milano (MI),Lombardia,F/3139,12283700966
FARMACIA RHO - CADORNA,"Via LUIGI CADORNA, 51",20017,Rho,Milano (MI),Lombardia,F/3181,12283700966
FARMACIA ROBECCO SAN GIOVANNI,"Corso San Giovanni, 13",20087,Robecco sul naviglio,Milano (MI),Lombardia,F/3186,12283700966
FARMACIA BOLLATE LIBERTA',"Piazza MARTIRI DELLA LIBERTA', 5",20021,Bollate,Milano (MI),Lombardia,F/3206,12283700966
FARMACIA CESANO BOSCONE PASUBIO,"Via Pasubio, 1",20090,Cesano boscone,Milano (MI),Lombardia,F/3207,12283700966
FARMACIA PIOLTELLO - LEONCAVALLO,"Via Leoncavallo, 22",20096,Pioltello,Milano (MI),Lombardia,F/3244,12283700966
FARMACIA PIOLTELLO PADANA,"Strada PADANA SUPERIORE, 15",20096,Pioltello,Milano (MI),Lombardia,F/3301,12283700966
Farmacia Sesto Viale Italia,"Viale Italia, 555 - Centro Vulcano",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3437,12283700966
FARMACIA SESTO - LAMARMORA,"Largo Lamarmora, 1",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3441,12283700966
Farmacia Cusano Milanino Trento Trieste,"Piazza Trento e Trieste, 4",20095,Cusano milanino,Milano (MI),Lombardia,F/3447,12283700966
FARMACIA COLOGNO - QUATTRO STRADE,"Via QUATTRO STRADE, 16",20093,Cologno monzese,Milano (MI),Lombardia,F/3457,12283700966
Farmacia Cinisello Testi,"Viale Fulvio Testi, 176",20092,Cinisello balsamo,Milano (MI),Lombardia,F/3514,12283700966
COMUNALE N.1,"Via Unione, 2",20095,Cusano milanino,Milano (MI),Lombardia,F/3422,02366970966
FARMACIA DELLA SALUTE SRL,"Via Manzoni, 9",20071,Vermezzo,Milano (MI),Lombardia,F/3110,05313480963
FARMACIA NAZIONALE S.R.L.,"Piazza Nazionale, 7",20056,Trezzo sull'adda,Milano (MI),Lombardia,F/3499,06638740966
farmacia piazza gramsci,"Via paolo sarpi, 62",20154,Milano,Milano (MI),Lombardia,F/2731,03860200967
SUZZANI SNC DI ROMANO E ALBERTO MISSAGLIA,Viale Suzzani 18,20162,Milano,Milano (MI),Lombardia,F/2759,03860200967
FARAM SNC sede di corso di porta ticinese,"Corso P.ta Ticinese, 98",20123,Milano,Milano (MI),Lombardia,F/2864,03860200967
FARAM SNC sede di piazzale Martesana,"Piazzale Martesana, 4 - Angolo V.le Monza",20126,Milano,Milano (MI),Lombardia,F/2866,03860200967
FARMACIA BOIFAVA S.R.L.,"Via Pietro Boifava, 31/B",20142,Milano,Milano (MI),Lombardia,F/2927,10698600151
FARMACIA F.LLI RAGNI S.r.l.,"Via Litta Modignami, 5",20161,Milano,Milano (MI),Lombardia,F/2856,08441520965
Farmacia Pharmanow,"Via Bellone, 1",20083,Gaggiano,Milano (MI),Lombardia,F/17660,13897610963
FARMACIA SAN MICHELE S.R.L.,"Via Magenta, 35",20017,Rho,Milano (MI),Lombardia,F/3107,08244260967
Farmacia Comunale Bareggio,"Via DE GASPERI, 42",20008,Bareggio,Milano (MI),Lombardia,F/21287,11487760156
AZIENDA MULTISERVIZI ABBIATENSE GESTIONE AMBIENTALI AMAGA SPA,"Viale Mazzini, 101",20081,Abbiategrasso,Milano (MI),Lombardia,F/3033,11487760156
AZIENDA MULTISERVIZI ABBIATENSE GESTIONE AMBIENTALI AMAGA SPA,"Via Novara, 44",20081,Abbiategrasso,Milano (MI),Lombardia,F/3076,11487760156
FARMACIA S.SPIRITO S.A.S. DEL DOTT. VERCESI LUIGI & C.,"Via DELLA REPUBBLICA, 2",20090,Cesano boscone,Milano (MI),Lombardia,F/3183,14187030961
