Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA,Direccion_completa
FARMACIA MORELLI S.A.S. DELLA DOTTORESSA SIMONETTA MORELLI,"Via G. Boccomini, 25",139,Roma,Roma (RM),Lazio,F/9169,15182071009,"Via G. Boccomini, 25, 00139 Roma, Italia"
SANFARMA SRL FARMACIA SANT'ANTONIO,"Viale Jonio, 353",141,Roma,Roma (RM),Lazio,F/9094,14725851001,"Viale Jonio, 353, 00141 Roma, Italia"
Piazzale Ionio 46,"Piazzale Jonio, 46",141,Roma,Roma (RM),Lazio,F/9119,16727611002,"Piazzale Jonio, 46, 00141 Roma, Italia"
FARMACIA MONTESACRO S.r.l.,"Via Luigi Capuana, 121",137,Roma,Roma (RM),Lazio,F/19424,14013311007,"Via Luigi Capuana, 121, 00137 Roma, Italia"
SAN PIETRO SRL,"Via Bruno de Finetti, 234",134,Roma,Roma (RM),Lazio,F/17990,16446351005,"Via Bruno de Finetti, 234, 00134 Roma, Italia"
Farmacia Garbatella,"Via Luigi Caffaro, 9",154,Roma,Roma (RM),Lazio,F/9533,12578041001,"Via Luigi Caffaro, 9, 00154 Roma, Italia"
FARMACIA DEL TINTORETTO S.R.L.,"Via Andrea del Castagno, 28",142,Roma,Roma (RM),Lazio,F/19403,13881461001,"Via Andrea del Castagno, 28, 00142 Roma, Italia"
Farmacia Fagnani snc,"Via stefano oberto, 141",173,Roma,Roma (RM),Lazio,F/20984,16531381008,"Via stefano oberto, 141, 00173 Roma, Italia"
ALTESI-SQUARCIA G & POMPEI E SNC,"Via XX Settembre, 95/a",187,Roma,Roma (RM),Lazio,F/9222,4439801004,"Via XX Settembre, 95/a, 00187 Roma, Italia"
Farmacia del Pigneto Sas,"Piazzale Prenestino, 35 B",176,Roma,Roma (RM),Lazio,F/9486,14539731001,"Piazzale Prenestino, 35 B, 00176 Roma, Italia"
SORBINI sas DELLA DR.SSA ANTONELLA VACCARO & c,"Via dei castani, 211",171,Roma,Roma (RM),Lazio,F/9277,15320051004,"Via dei castani, 211, 00171 Roma, Italia"
FARMACIA SANTA MONICA,"Via Acquaroni, 70",133,Roma,Roma (RM),Lazio,F/9297,8267990961,"Via Acquaroni, 70, 00133 Roma, Italia"
farmacia Serenissima,"Via Tor De' Schiavi, 188",172,Roma,Roma (RM),Lazio,F/9299,8267990961,"Via Tor De' Schiavi, 188, 00172 Roma, Italia"
FARMACIA BREDA,"Piazza Erasmo Piaggio, 18",133,Roma,Roma (RM),Lazio,F/9389,8267990961,"Piazza Erasmo Piaggio, 18, 00133 Roma, Italia"
FARMACIA MAXIMO,"Via Laurentina, 865",143,Roma,Roma (RM),Lazio,F/9526,8267990961,"Via Laurentina, 865, 00143 Roma, Italia"
CECCARELLI MATTEO,"Viale Trastevere, 303 305 307",153,Roma,Roma (RM),Lazio,F/9634,14057621006,"Viale Trastevere, 303 305 307, 00153 Roma, Italia"
Ponte Gardena,"Via Cardano, 90",124,Roma,Roma (RM),Lazio,F/20988,16543561001,"Via Cardano, 90, 00124 Roma, Italia"
Farmacia Levante srl,"Via della Tolda, 18",122,Roma,Roma (RM),Lazio,F/20894,16285411001,"Via della Tolda, 18, 00122 Roma, Italia"
FARMACIA DEL CENTRO SAS DEL DR PAOLO PICCHIONI & C.,"Via Orvieto, 33",182,Roma,Roma (RM),Lazio,F/9411,16291431001,"Via Orvieto, 33, 00182 Roma, Italia"
FARMACIA STATUTO SAS DI PIERLUCIANO PUCCI,"Via dello Statuto, 35 b",185,Roma,Roma (RM),Lazio,F/9276,16728771003,"Via dello Statuto, 35 b, 00185 Roma, Italia"
SANTA CHIARA DELLA DR.SSA MARCHESE MARTINA E C. SAS,"Via SICILIA, 155",187,Roma,Roma (RM),Lazio,F/9238,5006251002,"Via SICILIA, 155, 00187 Roma, Italia"
GATTI LAURA,"Via della Giustiniana, 102/B",188,Roma,Roma (RM),Lazio,F/9736,9271610587,"Via della Giustiniana, 102/B, 00188 Roma, Italia"
Farmacia Bardella snc di Alessandro Tonello e Zeira Bardella,"Via Tuscolana, 699",174,Roma,Roma (RM),Lazio,F/9351,15925041004,"Via Tuscolana, 699, 00174 Roma, Italia"
Farmacia Imbesi,"Viale Europa, 80",144,Roma,Roma (RM),Lazio,F/9408,15030931008,"Viale Europa, 80, 00144 Roma, Italia"
FARMACIA LUCREZIA ROMANA SAS,"Via dei Castani, 110",172,Roma,Roma (RM),Lazio,F/9306,16281891008,"Via dei Castani, 110, 00172 Roma, Italia"
FARMACIA FILATTIERA S.A.S. DELLA DOTTORESSA ASSUNTA MAMMARELLA,"Piazza Filattiera, 6",139,Roma,Roma (RM),Lazio,F/9266,16211571001,"Piazza Filattiera, 6, 00139 Roma, Italia"
Farmacia Madre del Buon Consiglio,"Via Tuscolana, 920",174,Roma,Roma (RM),Lazio,F/9392,14829901009,"Via Tuscolana, 920, 00174 Roma, Italia"
FARMACIA VILLAGGIO PRENESTINO DI VIVIANA ANITA IENNACO E LUCILLA PALMESANO SNC,"Largo Scapoli, 26",132,Roma,Roma (RM),Lazio,F/20836,16073331007,"Largo Scapoli, 26, 00132 Roma, Italia"
FARMACIA BRUNETTA SAS DEL DR. BRUNO BRUNETTA & C.,"Via dei Campi Flegrei, 11",141,Roma,Roma (RM),Lazio,F/9183,14739261007,"Via dei Campi Flegrei, 11, 00141 Roma, Italia"
FARMACIA CORSETTI S.A.S. DEL DOTT. PIO CORSETTI,"Viale dell' Aeronautica, 33",144,Roma,Roma (RM),Lazio,F/9537,16286201005,"Viale dell' Aeronautica, 33, 00144 Roma, Italia"
FARMACIA CASAL DI SELCE,"Via Salvatore Cognetti de Martiis, 4",166,Roma,Roma (RM),Lazio,F/20904,16409551005,"Via Salvatore Cognetti de Martiis, 4, 00166 Roma, Italia"
ANGELINI ANNAMARIA SNC DEI DOTTORI DEL GOBBO ELEONORA DAVIDE E GIULIO,"Via G. Sirtori, 21",149,Roma,Roma (RM),Lazio,F/9611,16078631005,"Via G. Sirtori, 21, 00149 Roma, Italia"
FARMACIA MEALLI S.A.S. DI MEALLI EUGENIO ED EREDI DI MEALLI GIOVANNI,"Via Tazio Nuvolari, 57",142,Roma,Roma (RM),Lazio,F/9404,14877921008,"Via Tazio Nuvolari, 57, 00142 Roma, Italia"
farmacia villa verde,"Via SANTERAMO IN COLLE 9/A 9/B ROMA, 9/B",133,Roma,Roma (RM),Lazio,F/20782,15861281002,"Via SANTERAMO IN COLLE 9/A 9/B ROMA, 9/B, 00133 Roma, Italia"
FARMACIA DR. GIOVANNI ROTA SAS DEL DR. GIOVANNI ROTA & C,"Via dei Castani, 310/312",171,Roma,Roma (RM),Lazio,F/9309,15957931007,"Via dei Castani, 310/312, 00171 Roma, Italia"
FARMACIA AMALTEA SNC DELLE DR.SSE VALENTINA LELLI E GIORGIA FUSCOLETTI,"Via DELLA MAGLIANA, 1322",148,Roma,Roma (RM),Lazio,F/20853,16139621003,"Via DELLA MAGLIANA, 1322, 00148 Roma, Italia"
Farmacia Helios srl,"Via Borghesiana, 191",132,Roma,Roma (RM),Lazio,F/20906,16344951005,"Via Borghesiana, 191, 00132 Roma, Italia"
FARMACIA CASTELLUCCIA SAS DELLA DR.SSA MARIANNA LO BIANCO & C,"Via di Castel di Leva, 300/D",134,Roma,Roma (RM),Lazio,F/20959,16415621008,"Via di Castel di Leva, 300/D, 00134 Roma, Italia"
Farmacia Murone Maria Cristina,"Via Ostiense, 220/A-220-218/C-218/B-218/A",146,Roma,Roma (RM),Lazio,F/20912,2447700796,"Via Ostiense, 220/A-220-218/C-218/B-218/A, 00146 Roma, Italia"
FARMACIA MASTROGIOVANNI SNC,"Via JEAN PAUL SARTRE, 9",133,Roma,Roma (RM),Lazio,F/9342,16417401003,"Via JEAN PAUL SARTRE, 9, 00133 Roma, Italia"
Farmacia Stella Polare srl,"Viale Stella Polare, 59/61/63",122,Roma,Roma (RM),Lazio,F/9638,16039781006,"Viale Stella Polare, 59/61/63, 00122 Roma, Italia"
FARMACIA CAVALIERI SRL,"Via PIETRO ROSA, 44-46",122,Roma,Roma (RM),Lazio,F/9656,15540061007,"Via PIETRO ROSA, 44-46, 00122 Roma, Italia"
Farmacia Arvalia S.r.l.,"Piazza della Madonna di Pompei, 5/6",148,Roma,Roma (RM),Lazio,F/20864,16058511003,"Piazza della Madonna di Pompei, 5/6, 00148 Roma, Italia"
FARMACIA DURAZZANO SRL,"Viale XXI Aprile, 42-42a",162,Roma,Roma (RM),Lazio,F/9157,16416881007,"Viale XXI Aprile, 42-42a, 00162 Roma, Italia"
Farmavit 2020 S.N.C. di M. e V. Della Vedova,"Via Di Grotta Perfetta, 129-131",142,Roma,Roma (RM),Lazio,F/9422,15166951002,"Via Di Grotta Perfetta, 129-131, 00142 Roma, Italia"
Farmacia Camilli Srl,"Via L. Bufalini, 37/47",176,Roma,Roma (RM),Lazio,F/9483,14854491009,"Via L. Bufalini, 37/47, 00176 Roma, Italia"
Farmacia San Giusto S.R.L.,"Via di Boccea, 488/a",166,Roma,Roma (RM),Lazio,F/20788,15879961009,"Via di Boccea, 488/a, 00166 Roma, Italia"
FARMACIA DELLE AZZORRE SRL DI PASANISI GIANLUCA E COSSU MAURIZIO,"Via via delle azzorre, 302-304",121,Roma,Roma (RM),Lazio,F/17318,15015841008,"Via via delle azzorre, 302-304, 00121 Roma, Italia"
FARMACIA COLLI D'ORO S.R.L.,"Via VALBONDIONE, 109",188,Roma,Roma (RM),Lazio,F/20970,2738580691,"Via VALBONDIONE, 109, 00188 Roma, Italia"
Farmacia Sant'Antonio SRL,"Via di tor bella monaca, 447_449",133,Roma,Roma (RM),Lazio,F/20971,9999521215,"Via di tor bella monaca, 447_449, 00133 Roma, Italia"
PHARMAGOLI DI ALESSANDRO GOLIZADEH AKHLAGHI,"Via F. Cherubini, 40",135,Roma,Roma (RM),Lazio,F/9708,13801971006,"Via F. Cherubini, 40, 00135 Roma, Italia"
Farmacia Degli Astri,"Via Alberto Moravia, 257",143,Roma,Roma (RM),Lazio,F/9230,15523681003,"Via Alberto Moravia, 257, 00143 Roma, Italia"
FARMACIA FLEMING Dr.ssa Malara Maria Grazia,"Via Bevagna, 37 - P.zza M. da Spoleto 34",191,Roma,Roma (RM),Lazio,F/9764,15761361003,"Via Bevagna, 37 - P.zza M. da Spoleto 34, 00191 Roma, Italia"
Farmacia Balsamo Crivelli s.n.c. del Dot.. Pupo Giovanni & C.,"Via Diego Angeli, 176",159,Roma,Roma (RM),Lazio,F/9293,14571201004,"Via Diego Angeli, 176, 00159 Roma, Italia"
FARMACIA MANNUCCI SAS DI LEOPOLDO MANNUCCI,"Via A. Doria, 31/41A",192,Roma,Roma (RM),Lazio,F/9775,16420891000,"Via A. Doria, 31/41A, 00192 Roma, Italia"
FARMACIA LA FENICIA 2 DELLA SOCIETA' PANTO FARMACIE S.R.L. SAS,"Via NOSATE, 18",166,Roma,Roma (RM),Lazio,F/9702,9443201000,"Via NOSATE, 18, 00166 Roma, Italia"
FARMACIA SAN FRANCESCO S.A.S. DELLA DOTT.SSA MARIA ANGELA LIDONNICI & C.,"Via Lizzani, 55",169,Roma,Roma (RM),Lazio,F/9348,16281761003,"Via Lizzani, 55, 00169 Roma, Italia"
Farmacie Marchetti srl,"Via Tor Sapienza, 9/b",155,Roma,Roma (RM),Lazio,F/9345,15196081002,"Via Tor Sapienza, 9/b, 00155 Roma, Italia"
DANIELE - DOTT. SSA CORSETTI MATILDE,"Via Fontebuono, 47",142,Roma,Roma (RM),Lazio,F/9410,16405921004,"Via Fontebuono, 47, 00142 Roma, Italia"
DE LONGIS FRANCESCO,"Via Appia Nuova, 233",183,Roma,Roma (RM),Lazio,F/9520,10199850586,"Via Appia Nuova, 233, 00183 Roma, Italia"
Ciolfi Lucio,"Via Anagnina, 314",118,Roma,Roma (RM),Lazio,F/20983,632270609,"Via Anagnina, 314, 00118 Roma, Italia"
FARMACIA CAPANNELLE,"Via Campo Farnia, 126",178,Roma,Roma (RM),Lazio,F/19444,14194521002,"Via Campo Farnia, 126, 00178 Roma, Italia"
Farmacia Due Leoni srl,"Via Casilina, 1787 P/Q",132,Roma,Roma (RM),Lazio,F/20091,14526671004,"Via Casilina, 1787 P/Q, 00132 Roma, Italia"
FARMACIA SANT'AGATA IN TRASTEVERE S.R.L.,"Piazza SIDNEY SONNINO, 47",153,Roma,Roma (RM),Lazio,F/9196,17761101009,"Piazza SIDNEY SONNINO, 47, 00153 Roma, Italia"
FCF FARMA SRL,"Viale Tirreno, 243",141,Roma,Roma (RM),Lazio,F/9272,6255831007,"Viale Tirreno, 243, 00141 Roma, Italia"
Corallo Tiziana,"Via A. Cechov, 8",142,Roma,Roma (RM),Lazio,F/9475,17696141005,"Via A. Cechov, 8, 00142 Roma, Italia"
FARMACIA MILANI DEL DOTT. ALESSANDRO MILANI FAGIOLO S.A.S.,"Via ANTON GIULIO BARRILI, 7",152,Roma,Roma (RM),Lazio,F/9569,17579411004,"Via ANTON GIULIO BARRILI, 7, 00152 Roma, Italia"
FARMACIA LEOPARDI SAS,"Piazza Monte Gennaro, 17/B",139,Roma,Roma (RM),Lazio,F/9156,16884401007,"Piazza Monte Gennaro, 17/B, 00139 Roma, Italia"
VITA sas,"Via Villa S. Filippo, 18",197,Roma,Roma (RM),Lazio,F/9209,16751301009,"Via Villa S. Filippo, 18, 00197 Roma, Italia"
FARMACIA LUNGHEZZA,"Via Enrico Bernardi, 1",132,Roma,Roma (RM),Lazio,F/9395,16939351009,"Via Enrico Bernardi, 1, 00132 Roma, Italia"
FARMACIA EREDI DEL DOTT. GIUSEPPE PERRONI,"Via Laurentina, 591",143,Roma,Roma (RM),Lazio,F/9469,17797081001,"Via Laurentina, 591, 00143 Roma, Italia"
FARMACIE LOMBARDI SRL,"Via E. Filiberto, 35",185,Roma,Roma (RM),Lazio,F/9217,7194381211,"Via E. Filiberto, 35, 00185 Roma, Italia"
FARMACIE LOMBARDI SRL,"Via XX Settembre, 47",187,Roma,Roma (RM),Lazio,F/9261,7194381211,"Via XX Settembre, 47, 00187 Roma, Italia"
FARMACIE LOMBARDI S.R.L.,"Viale Palmiro Togliatti, 225 231",175,Roma,Roma (RM),Lazio,F/9303,7194381211,"Viale Palmiro Togliatti, 225 231, 00175 Roma, Italia"
FARMACIE LOMBARDI SRL,"Circonvallazione Trionfale, 57/A",195,Roma,Roma (RM),Lazio,F/9777,7194381211,"Circonvallazione Trionfale, 57/A, 00195 Roma, Italia"
FARMACIA ORLANDO S.A.S.,"Via Portuense, 470",149,Roma,Roma (RM),Lazio,F/9571,17242321002,"Via Portuense, 470, 00149 Roma, Italia"
LloydsFarmacia Roma2,"Via Prenestina, 206",176,Roma,Roma (RM),Lazio,F/9495,3653681209,"Via Prenestina, 206, 00176 Roma, Italia"
LloydsFarmacia Roma 3,"Circonvallazione Ostiense, 289-291",154,Roma,Roma (RM),Lazio,F/9518,3653681209,"Circonvallazione Ostiense, 289-291, 00154 Roma, Italia"
LloydsFarmacia Roma 4,"Via A. Baccarini, 22/c",179,Roma,Roma (RM),Lazio,F/9532,3653681209,"Via A. Baccarini, 22/c, 00179 Roma, Italia"
LloydsFarmacia Roma 1,"Via Della Balduina, 132",136,Roma,Roma (RM),Lazio,F/9743,3653681209,"Via Della Balduina, 132, 00136 Roma, Italia"
FARMACIA NUOVA ARRIGHI,"Via della Magliana, 134",146,Roma,Roma (RM),Lazio,F/9649,15891191007,"Via della Magliana, 134, 00146 Roma, Italia"
LAFARMACIA.SANCAMILLO,"Largo S.Vincenzo de Paoli, 5",152,Roma,Roma (RM),Lazio,F/9652,15891191007,"Largo S.Vincenzo de Paoli, 5, 00152 Roma, Italia"
FARMACIA PAMPHILI DEL DOTT. FULVIO COSCONATI S.A.S.,"Via FRANCESCO BOLOGNESI, NN. 12/14/16 ANGOLO VIA BASILIO BRICCI N. 10/12",152,Roma,Roma (RM),Lazio,F/9632,14756541000,"Via FRANCESCO BOLOGNESI, NN. 12/14/16 ANGOLO VIA BASILIO BRICCI N. 10/12, 00152 Roma, Italia"
TRIFARMA SRL,"Via M. Battistini, 184 A/B",167,Roma,Roma (RM),Lazio,F/9719,17643901006,"Via M. Battistini, 184 A/B, 00167 Roma, Italia"
FARMACIA MASSIMO RICCIONI S.R.L.,"Via del Casale Agostinelli, 133/d",118,Roma,Roma (RM),Lazio,F/9341,7985961007,"Via del Casale Agostinelli, 133/d, 00118 Roma, Italia"
FARMACIA GIARDINO NOMENTANO SRL,"Via Andrea Checchi, 19",137,Roma,Roma (RM),Lazio,F/9237,16397281003,"Via Andrea Checchi, 19, 00137 Roma, Italia"
FARMACIA CORSETTI S.A.S. DELLA DOTT.SSA EMANUELA VILLA,"Via LUIGI BODIO, 75",191,Roma,Roma (RM),Lazio,F/9693,14808301007,"Via LUIGI BODIO, 75, 00191 Roma, Italia"
FARMACIA ANGELINI S.R.L.,"Via Giuseppe Salvioli, 5-7",175,Roma,Roma (RM),Lazio,F/9279,17302801000,"Via Giuseppe Salvioli, 5-7, 00175 Roma, Italia"
Farmacie Marconi Sas Di Marconi Maria Pia - Ponte Di Nona,"Via Don Primo Mazzolari, 220",132,Roma,Roma (RM),Lazio,F/18396,9657681004,"Via Don Primo Mazzolari, 220, 00132 Roma, Italia"
FARMACIA SIRENE DI VENTRESCA CLAUDIA,"Via della Corrazzata, 71 ang. V.del Sommerg",121,Roma,Roma (RM),Lazio,F/9577,9657681004,"Via della Corrazzata, 71 ang. V.del Sommerg, 00121 Roma, Italia"
Farmacia Aputeka Srl,"Via Della Palmarola 22, 22",135,Roma,Roma (RM),Lazio,F/19813,14369211009,"Via Della Palmarola 22, 22, 00135 Roma, Italia"
FARMACIA CREDO SRL,"Via GREGORIO VII, 63",165,Roma,Roma (RM),Lazio,F/9785,17030851004,"Via GREGORIO VII, 63, 00165 Roma, Italia"
FARMACIA VILLA BORGHESE S.N.C. DI BAGNARELLI MARTA & MICHELA,"Via G. Pacini, 15",198,Roma,Roma (RM),Lazio,F/9116,17566321000,"Via G. Pacini, 15, 00198 Roma, Italia"
Farmacia Don Gnocchi Srl,"Largo Beata Teresa Verzeri 26/27, 26",166,Roma,Roma (RM),Lazio,F/19902,14319351004,"Largo Beata Teresa Verzeri 26/27, 26, 00166 Roma, Italia"
ROTONDO RAFFAELLA,"Via Tommaso Salvini, 47-49",197,Roma,Roma (RM),Lazio,F/9280,17461471009,"Via Tommaso Salvini, 47-49, 00197 Roma, Italia"
ANTICA FARMACIA SANTA LUCIA SRL,"Piazza SAN LORENZO IN LUCINA, 27",186,Roma,Roma (RM),Lazio,F/9092,13931701000,"Piazza SAN LORENZO IN LUCINA, 27, 00186 Roma, Italia"
ANTICA FARMACIA SANTA LUCIA SRL,"Via DI CAPO LE CASE, 47",187,Roma,Roma (RM),Lazio,F/9095,13931701000,"Via DI CAPO LE CASE, 47, 00187 Roma, Italia"
ANTICA FARMACIA SANTA LUCIA SRL,"Via GIULIA, 129",186,Roma,Roma (RM),Lazio,F/9142,13931701000,"Via GIULIA, 129, 00186 Roma, Italia"
FARMACIA SALVATORE VACCARELLA SRL,"Largo LUCIO APULEIO, 11/B",136,Roma,Roma (RM),Lazio,F/9776,12301201005,"Largo LUCIO APULEIO, 11/B, 00136 Roma, Italia"
farmacia Villa Narducci srl,"Via via Lorenzo il Magnifico, 116A",162,Roma,Roma (RM),Lazio,F/9206,17380331003,"Via via Lorenzo il Magnifico, 116A, 00162 Roma, Italia"
FARMACIA BARDANZELLU EREDI DOTT. FATTORI,"Viale BARDANZELLU, 75",155,Roma,Roma (RM),Lazio,F/9357,17704641004,"Viale BARDANZELLU, 75, 00155 Roma, Italia"
Martelli Alessio,"Lungotevere di Pietra Papa, 145",146,Roma,Roma (RM),Lazio,F/9614,17267761009,"Lungotevere di Pietra Papa, 145, 00146 Roma, Italia"
giampaolo vita,"Via flaminia, 719",191,Roma,Roma (RM),Lazio,F/9778,17253151009,"Via flaminia, 719, 00191 Roma, Italia"
Forte Boccea,"Via di Boccea, 254",167,Roma,Roma (RM),Lazio,F/9669,15041941004,"Via di Boccea, 254, 00167 Roma, Italia"
MEDICAMENTA FARMA S.R.L.,"Via Trionfale, 8291",135,Roma,Roma (RM),Lazio,F/9774,15041941004,"Via Trionfale, 8291, 00135 Roma, Italia"
EREDI DELLA DOTT.SSA REALDON ANNA MARIA SDF,"Via Tuscolana, 1044-1046",174,Roma,Roma (RM),Lazio,F/9290,17955891001,"Via Tuscolana, 1044-1046, 00174 Roma, Italia"
M.&T. FARMACIA DEI CONSOLI DI TORRICIANI MARIA PALMA E C. SAS,"Piazza dei Consoli, 15",175,Roma,Roma (RM),Lazio,F/9302,10395761009,"Piazza dei Consoli, 15, 00175 Roma, Italia"
Farmacia Aldo Bozzi srl,"Via luigi gigliotti, 38",156,Roma,Roma (RM),Lazio,F/21159,15867911008,"Via luigi gigliotti, 38, 00156 Roma, Italia"
"Farmacia Colle Del Sole Delle Dottoresse Rosa Carmela Rizzo, Sabrina Scarmozzino E Rosalba Bloise S.n.c.","Via Macomer, 13",132,Roma,Roma (RM),Lazio,F/19709,14272871006,"Via Macomer, 13, 00132 Roma, Italia"
FARMACIE EMISTRA S.R.L.,"Via DI ACQUA BULLICANTE, 68-70-72",177,Roma,Roma (RM),Lazio,F/9487,17549221004,"Via DI ACQUA BULLICANTE, 68-70-72, 00177 Roma, Italia"
DL NOVAPHARM S.R.L.,"Viale di Vigna Pia, 42/44/46",149,Roma,Roma (RM),Lazio,F/9660,4387090717,"Viale di Vigna Pia, 42/44/46, 00149 Roma, Italia"
FARMACIA APPIO LATINO SRL,"Via LATINA, 279",179,Roma,Roma (RM),Lazio,F/9549,17323641005,"Via LATINA, 279, 00179 Roma, Italia"
FARMACIA GIANCOTTI SRL,"Via DI S. MARIA AUSILIATRICE, 34-36-38-40",181,Roma,Roma (RM),Lazio,F/9550,15514841004,"Via DI S. MARIA AUSILIATRICE, 34-36-38-40, 00181 Roma, Italia"
Farmacia Terreri,"Via Villabate, 173 - 177",133,Roma,Roma (RM),Lazio,F/9344,6637851210,"Via Villabate, 173 - 177, 00133 Roma, Italia"
EREDI DI CHIMENTI COSTANTINO,"Via Gigi Chessa, 364",125,Roma,Roma (RM),Lazio,F/9202,17980731008,"Via Gigi Chessa, 364, 00125 Roma, Italia"
FARMACIA ACQUAPENDENTE,"Via CASSIA, 842",189,Roma,Roma (RM),Lazio,F/3822,17776761003,"Via CASSIA, 842, 00189 Roma, Italia"
MATTERA ADELE,"Via Macinghi Strozzi, 7",145,Roma,Roma (RM),Lazio,F/9507,17261901007,"Via Macinghi Strozzi, 7, 00145 Roma, Italia"
FARMACIA LE MAGNOLIE DELLA DOTTORESSA TOTO ANGELA & FIGLI S.N.C.,"Via Cassia (ingresso da via V. piccinini), 1277C",135,Roma,Roma (RM),Lazio,F/20393,15005961006,"Via Cassia (ingresso da via V. piccinini), 1277C, 00135 Roma, Italia"
SAN NICOLA SRL,"Via L'Aquila, 13",176,Roma,Roma (RM),Lazio,F/9496,17335181008,"Via L'Aquila, 13, 00176 Roma, Italia"
SAN STANISLAO SRL,"Via Libia, 225-227",199,Roma,Roma (RM),Lazio,F/9102,17335211003,"Via Libia, 225-227, 00199 Roma, Italia"
SAN GABRIELE SRL,"Via Nomentana, 564-566",141,Roma,Roma (RM),Lazio,F/9139,17335191007,"Via Nomentana, 564-566, 00141 Roma, Italia"
FARMACIA FORZA DI FRANCESCA ROMANA FORZA E ELENA FORZA SNC,"Via del Calice, 53",178,Roma,Roma (RM),Lazio,F/9284,12050891006,"Via del Calice, 53, 00178 Roma, Italia"
Farmacia Indovina-Sclafani Srl,"Via Cina, 348",144,Roma,Roma (RM),Lazio,F/21097,17076551005,"Via Cina, 348, 00144 Roma, Italia"
FARMACIA JUNGANO SNC DELLA DR.SSA MARIA VITA JUNGANO & C.,"Via DELLA PISANA, 116 M/N/ L /E",163,Roma,Roma (RM),Lazio,F/9606,16963181009,"Via DELLA PISANA, 116 M/N/ L /E, 00163 Roma, Italia"
Farmacia Calise Petracci srl,"Via Sofocle, 13",125,Roma,Roma (RM),Lazio,F/9601,16974951002,"Via Sofocle, 13, 00125 Roma, Italia"
Farmacia38 -Laurentina,"Via Paolo Buzzi, 64",143,Roma,Roma (RM),Lazio,F/21099,17120631001,"Via Paolo Buzzi, 64, 00143 Roma, Italia"
GRUPPO FARMACIE IGEA SRL,"Via San Gallicano, 23",153,Roma,Roma (RM),Lazio,F/9088,9849131009,"Via San Gallicano, 23, 00153 Roma, Italia"
GRUPPO FARMACIE IGEA SRL,"Via XX Settembre, 98/B",187,Roma,Roma (RM),Lazio,F/9221,9849131009,"Via XX Settembre, 98/B, 00187 Roma, Italia"
GRUPPO FARMACIE IGEA SRL,"Largo Cervinia, 23",135,Roma,Roma (RM),Lazio,F/9699,9849131009,"Largo Cervinia, 23, 00135 Roma, Italia"
FARMACIA SCARFO' SOCIETA' A RESPONSABILITA' LIMITATA,"Via Casilina, 439/B",176,Roma,Roma (RM),Lazio,F/9551,14997841003,"Via Casilina, 439/B, 00176 Roma, Italia"
DEI GIURECONSULTI SNC,"Via di Boccea, 43",165,Roma,Roma (RM),Lazio,F/9738,4269101004,"Via di Boccea, 43, 00165 Roma, Italia"
FARMACIA ISOLA TIBERINA,"Via DI PONTE QUATTRO CAPI, 38",186,Roma,Roma (RM),Lazio,F/9085,17101801003,"Via DI PONTE QUATTRO CAPI, 38, 00186 Roma, Italia"
Farmacia IN S.N.C.,"Piazzale Cina, 60",144,Roma,Roma (RM),Lazio,F/9525,5383951000,"Piazzale Cina, 60, 00144 Roma, Italia"
FARMACIA SQUARTI SAS DEL DR. FABRIZIO SQUARTI,"Via Casilina, 1218",133,Roma,Roma (RM),Lazio,F/9340,16965051002,"Via Casilina, 1218, 00133 Roma, Italia"
FARMACIA SAN GIACOMO S.N.C DI ANTONIO SACCHETTI,"Via del Corso, 496 - 498",186,Roma,Roma (RM),Lazio,F/9089,10337271000,"Via del Corso, 496 - 498, 00186 Roma, Italia"
SANT'ANDREA SRL,"Largo Valtournanche, 12",141,Roma,Roma (RM),Lazio,F/9105,17335201004,"Largo Valtournanche, 12, 00141 Roma, Italia"
FARMACIA SELVA CANDIDA DELLE DOTTORESSE FARES ROSAMARIA E BOGLIOLO VALERIA,"Via REZZATO, 111",166,Roma,Roma (RM),Lazio,F/21046,16842881001,"Via REZZATO, 111, 00166 Roma, Italia"
TROMBETTA SNC,"Via Leonardo Da Vinci, 153-155-157",145,Roma,Roma (RM),Lazio,F/9413,11206031004,"Via Leonardo Da Vinci, 153-155-157, 00145 Roma, Italia"
"Farmacia ""Giustiniano"" della dott.ssa Sandra Arrighi","Viale Giustiniano Imperatore, 167",145,Roma,Roma (RM),Lazio,F/9508,9159841007,"Viale Giustiniano Imperatore, 167, 00145 Roma, Italia"
FARMACIA TUSCOLANA S.N.C.,"Via TUSCOLANA, 490",181,Roma,Roma (RM),Lazio,F/9509,17003651001,"Via TUSCOLANA, 490, 00181 Roma, Italia"
ED FARMA SAS DI CONTARINA VITTORIO & C.,"Via Casale di San Basilio, 205/207",156,Roma,Roma (RM),Lazio,F/9396,16957481001,"Via Casale di San Basilio, 205/207, 00156 Roma, Italia"
FARMACIA SAN SILVESTRO DI MARIA TERESA GIANNICO E MATTEO SONNINO SOCIETA IN NOME COLLETTIVO,"Via DELLA MERCEDE, 41",187,Roma,Roma (RM),Lazio,F/9241,5169181004,"Via DELLA MERCEDE, 41, 00187 Roma, Italia"
Farmacia D'Attilio SAS,"Via Oslavia, 66",195,Roma,Roma (RM),Lazio,F/9727,17388831004,"Via Oslavia, 66, 00195 Roma, Italia"
